X,condHeLa_S140_DMSO_rep1_hl,condHeLa_S140_RMD_rep1_hl,condC81_S181_DMSO_rep1_hl,condC81_S181_RMD_rep1_hl,condHeLa_S181_DMSO_rep1_hl,condHeLa_S181_RMD_rep1_hl,condHeLa_DMSO_rep1_hl,condHeLa_RMD_rep1_hl,condHeLa_C2_DMSO_rep1_hl,condHeLa_C2_RMD_rep1_hl,condHeLa_S140_DMSO_rep1_R2,condHeLa_S140_RMD_rep1_R2,condC81_S181_DMSO_rep1_R2,condC81_S181_RMD_rep1_R2,condHeLa_S181_DMSO_rep1_R2,condHeLa_S181_RMD_rep1_R2,condHeLa_DMSO_rep1_R2,condHeLa_RMD_rep1_R2,condHeLa_C2_DMSO_rep1_R2,condHeLa_C2_RMD_rep1_R2,DEs,target_group,ARE,IEG,mean_siCPEB4_DMSO,mean_siCPEB4_RMD,mean_Ctrl_DMSO,mean_Ctrl_RMD,meanlogFC_DMSO,meanlogFC_RMD,mean_siCPEB4_DMSO_log2,mean_siCPEB4_RMD_log2,mean_Ctrl_DMSO_log2,mean_Ctrl_RMD_log2,stabilized_DMSO,stabilized_RMD
ZNF445,3.34064166447445,2.94231076648056,3.64559663618041,2.9447515270557,4.52503706667044,3.31706277442283,3.04885247841741,2.50275935404773,3.48562544920155,4.43080909202241,0.990036038056215,0.994127220314378,0.928881391266109,0.989341563760885,0.971276036595071,0.977091851125492,0.992194430842581,0.979927333780724,0.990973171432234,0.957026938382521,15,10-99,ARE,non-IEG,3.9328393655724447,3.129686770451695,3.26723896380948,3.46678422303507,0.2674992850385593,-0.14757976957540825,1.9755712614842975,1.646018274624726,1.708071976445738,1.7935980442001342,non-IEG,non-IEG
HEMK1,6.77688972629472,4.02529582217925,7.29178372716151,4.4987367309788,8.03822228969391,4.10276236742424,7.25392598411726,3.93832101493834,9.10585558002378,8.24619562418212,0.836858290188396,0.899581490347837,0.9534176689859,0.957758450496318,0.943466291828807,0.975785159100992,0.968371316252596,0.975903365757241,0.919580761991945,0.745465392006194,NA,nontarget,ARE,non-IEG,7.407556007994316,4.064029094801745,8.17989078207052,6.09225831956023,-0.14308395108606067,-0.5840663846916962,2.88899762934048,2.022910730549041,3.0320815804265404,2.606977115240737,non-IEG,non-IEG
PRICKLE2,2.85782555593622,3.04970978875361,4.54037281248103,2.97886808731726,2.70214925314994,3.56559826005582,1.77613965283673,1.98388369036676,3.50995161595094,3.22877141276168,0.909348654831698,0.929203474864531,0.681738118247836,0.779488960884128,0.862764566097057,0.960960763549149,0.83723333055471,0.998782479510175,0.624991812512278,0.998665604341957,4,1-9,non-ARE,non-IEG,2.77998740454308,3.307654024404715,2.643045634393835,2.60632755156422,0.07287701192674306,0.34378993194089913,1.475078346457991,1.7258083386871874,1.4022013345312478,1.3820184067462884,non-IEG,non-IEG
TOMM70,7.00830742380345,3.23474121733559,14.5507061910236,3.54390850369238,17.7735328385382,4.81755697437614,13.7887725915369,2.75520454906329,5.5275801620015,3.60213649030788,0.852263530576704,0.962575895189693,0.980190811536915,0.953105063720095,0.951072111431965,0.988139326719473,0.74496923386192,0.85297085367079,0.987393003587731,0.877151408803169,NA,nontarget,non-ARE,non-IEG,12.390920131170825,4.026149095855866,9.6581763767692,3.1786705196855847,0.35946060859546725,0.34097711511320755,3.6312114187168034,2.0094005989530057,3.271750810121336,1.668423483839798,non-IEG,non-IEG
KALRN,3.50739388033638,3.37512424977354,4.27112612785928,3.9755626373527,5.66024568037238,4.49144794000347,4.5379365547398,3.02690434202787,4.37484789493472,6.24741526592393,0.775054196169593,0.985186180030966,0.715632299134063,0.958066109720767,0.82317067953109,0.999228242243421,0.650765550907817,0.966928409925924,0.742734034062002,0.841002392365276,1,1-9,non-ARE,non-IEG,4.58381978035438,3.933286094888505,4.45639222483726,4.6371598039759,0.040674107917765476,-0.23750631795003257,2.196550323523238,1.9757351272077295,2.1558762156054727,2.2132414451577622,non-IEG,non-IEG
SKIL,4.67316112915415,2.97724219247803,5.68561872272698,3.01457318608223,7.45551096260822,3.91596934357324,4.86381140196737,2.33115234112861,6.92400229054201,3.81702863958301,0.923582474716968,0.990238965607694,0.944950705519412,0.972717633725122,0.969077639462218,0.932010431624642,0.996843743714945,0.963938722352021,0.946734243416733,0.836539364804419,262,100-999,non-ARE,IEG,6.064336045881185,3.446605768025635,5.89390684625469,3.07409049035581,0.041125441744199166,0.1650166553344077,2.600349700457141,1.785176288829615,2.559224258712942,1.6201596334952073,other IEG,other IEG
SETMAR,3.69757258453017,3.04596912261958,4.33760681064578,3.14019923630919,5.12406883255366,3.31493403854942,4.24793679010432,2.17061285632969,4.28221681260313,4.31795208364942,0.971676361601462,0.986694867506506,0.98608896359854,0.988466338819427,0.987233672682059,0.97501545949506,0.987769669104879,0.981322644627941,0.920720134842155,0.991680389331757,6,1-9,non-ARE,non-IEG,4.410820708541915,3.1804515805845,4.265076801353725,3.244282469989555,0.04847539839101377,-0.028667813175187247,2.1410471188172404,1.6692316229989648,2.0925717204262266,1.697899436174152,non-IEG,non-IEG
OXTR,4.68049079155546,4.22121638214891,7.67507457072747,4.18570903473501,6.271687643017,3.89583377442985,11.8799773803158,3.84747197801271,7.78896943838061,7.29869871328368,0.818540833714176,0.977856250108765,0.742270402112175,0.999803069118418,0.812437710600204,0.988075054053965,0.913753589173525,0.981398540649535,0.993908809461061,0.79678934123706,4,1-9,non-ARE,non-IEG,5.47608921728623,4.05852507828938,9.834473409348206,5.573085345648195,-0.8447018535160679,-0.45752071867728555,2.453145951396377,2.0209555281894103,3.2978478049124447,2.4784762468666957,non-IEG,non-IEG
SRGAP3,4.01330006529573,2.78931725217187,5.13462953588954,3.19274826192673,5.23893142794344,3.12147832147339,4.85291150659755,2.46861358271557,5.87121500820541,3.4978157529808,0.989583873956873,0.979890278190047,0.982146947176238,0.998292939022879,0.932770014754081,0.995611485884515,0.985621734875543,0.983864195909019,0.994278918526986,0.900085024749037,42,10-99,non-ARE,non-IEG,4.626115746619584,2.9553977868226298,5.362063257401481,2.983214667848185,-0.21298687617035908,-0.013515470194122477,2.209801363030962,1.5633523254799937,2.4227882392013207,1.576867795674116,non-IEG,non-IEG
THUMPD3,5.8613848813494,3.49796993246803,10.1761065788865,3.84693936953585,11.8567679647918,4.84027524902601,10.8195498203965,2.99821712147547,15.4362162836077,5.93951362804325,0.909075373829362,0.986917620511917,0.929615781831131,0.981534797301755,0.996201848514137,0.970147600860436,0.862202566117705,0.85246004881944,0.556086904610515,0.736129443120401,2,1-9,non-ARE,non-IEG,8.8590764230706,4.16912259074702,13.127883052002101,4.4688653747593605,-0.5674060841563915,-0.10016478956192033,3.1471563026958345,2.05974379442083,3.7145623868522257,2.1599085839827508,non-IEG,non-IEG
SETD5,4.7181965849657,2.84542559758957,3.93600112087612,3.01426159640904,4.70021345555632,3.17926935535644,3.40049428864579,2.31494936675998,6.18460518002901,3.78626020955519,0.972867187651447,0.988921520032959,0.956303693813262,0.994415484385518,0.980345937108742,0.990974375492468,0.99864485917244,0.993460584130332,0.952875191092747,0.936607719615991,1328,1000-4999,non-ARE,non-IEG,4.70920502026101,3.012347476473005,4.7925497343374,3.0506047881575853,-0.025309870162930657,-0.01820709251481249,2.2354835332713674,1.5908881955312586,2.260793403434298,1.609095288046071,non-IEG,non-IEG
BRPF1,4.28779191085439,2.69621594265085,4.49801980409979,3.35703897224104,5.10729395692429,3.29902918684891,3.4301889725883,1.97125501420724,4.03903935514547,3.0940514748303,0.987208531173047,0.972075550317622,0.96480641423941,0.994670361503901,0.993029538264309,0.981063686132811,0.970894678783592,0.977980614381384,0.977246373218012,0.984548381202474,181,100-999,non-ARE,non-IEG,4.6975429338893395,2.99762256474988,3.734614163866885,2.53265324451877,0.3309471466193463,0.2431691772385958,2.2319063474305736,1.5838187427777375,1.9009592008112275,1.3406495655391417,non-IEG,non-IEG
OGG1,16.6711219004097,3.80696903072452,9.3099554339693,4.81263333112901,13.5254941313706,4.37025862792605,7.73926591708596,3.16652225805606,9.25668707355031,5.86281041514026,0.85104881936921,0.996325755175195,0.969050397147704,0.995988069639605,0.838421776235505,0.991920379966768,0.916060484150675,0.974736745670624,0.865919532511726,0.989580514916972,NA,nontarget,non-ARE,non-IEG,15.09830801589015,4.0886138293252845,8.497976495318134,4.51466633659816,0.8291956253348397,-0.14300756067189713,3.916314978619498,2.0316118063646713,3.087119353284659,2.174619367036568,non-IEG,non-IEG
TADA3,14.0146400790324,3.63232726662548,15.3146911312278,4.50309847089239,14.6432557005846,4.25402767771603,13.913622046025,3.26730691217612,25.597689286685,6.26331347835559,0.835161496325254,0.964715774126327,0.86688379640121,0.97476156207043,0.822799471095868,0.975340634301904,0.759269015177009,0.930844371795687,0.6122722561343,0.838452473115779,39,10-99,non-ARE,non-IEG,14.3289478898085,3.943177472170755,19.755655666355,4.7653101952658545,-0.4633330455350912,-0.2732114847764568,3.8408607777686687,1.9793586438615929,4.30419382330376,2.2525701286380495,non-IEG,non-IEG
TTLL3,5.62367846162889,2.88671437034977,4.35727973129314,3.15694158937927,8.37931771396597,3.37020329111869,3.37179383235543,3.10421189846679,4.90028863738198,4.79654306679565,0.883443746397796,0.938161781699769,0.915340664729155,0.930382483034312,0.815068927202034,0.941889448623022,0.880365212706774,0.910825878172057,0.916304423728496,0.749264736794267,6,1-9,non-ARE,non-IEG,7.0014980877974295,3.12845883073423,4.136041234868705,3.95037748263122,0.7594130749733518,-0.33653839930274204,2.807663643857352,1.6454521188729978,2.0482505688840003,1.9819905181757398,non-IEG,non-IEG
JAGN1,4.49105458830722,2.90204396652442,6.69845482666491,3.60461559860651,7.38798800480188,3.50544614717142,6.43512268548074,2.31641507510415,8.95991226608091,5.0737596645234,0.964545371198336,0.979841955286585,0.999192465440793,0.992140687522389,0.959816046681166,0.997732715976766,0.963402453855111,0.919117070377426,0.857487255620713,0.845617079709239,17,10-99,ARE,non-IEG,5.93952129655455,3.2037450568479198,7.697517475780825,3.695087369813775,-0.37404657781648637,-0.20584912955103485,2.570346659827911,1.6797593475421375,2.9443932376443973,1.8856084770931723,non-IEG,non-IEG
VHL,8.22895456114592,3.30746301073577,9.07743571627001,3.87900120819278,11.4655431405567,4.21616043565989,8.32501555850271,2.80980551769679,14.0003483827098,4.81133348159647,0.943421381696698,0.978324830686747,0.943670790082649,0.988187100891048,0.977917167093965,0.990045350134469,0.966974757593192,0.91807606586784,0.758856715528989,0.864017845336634,30,10-99,non-ARE,non-IEG,9.847248850851312,3.76181172319783,11.162681970606254,3.81056949964663,-0.1808910717018629,-0.018578983905285458,3.2997207170942726,1.9114276445001126,3.480611788796135,1.930006628405398,non-IEG,non-IEG
TATDN2,9.86555903516192,3.53799931963961,10.9186739255947,3.7472013780311,10.8900899200923,3.70680183228043,9.98120101153345,3.00765750822202,13.1537192908799,4.98414690601928,0.716689943704051,0.940920258873412,0.874822399446666,0.997584505677383,0.978938185799713,0.987030975287038,0.977123515069453,0.978142476651107,0.928058419801794,0.990832246208183,NA,nontarget,non-ARE,non-IEG,10.377824477627112,3.62240057596002,11.567460151206674,3.99590220712065,-0.15656808838064906,-0.1415751833958528,3.375432135472119,1.856946092670297,3.532000223852768,1.9985212760661497,non-IEG,non-IEG
LINC00852,4.19565060125939,2.93899322646401,5.90464166946401,3.21484467627461,4.89690403839636,2.85747794822674,5.16827871949342,2.82422007813849,5.59043810316374,5.54538119236921,0.970242964174537,0.960293990545878,0.78088761823184,0.997452335542668,0.954563959000694,0.996980020689514,0.943177610254713,0.987820309623876,0.919032135876237,0.773291875276487,NA,nontarget,non-ARE,non-IEG,4.546277319827875,2.898235587345375,5.37935841132858,4.1848006352538505,-0.24274842453372533,-0.5299840228788826,2.184685690257305,1.535174871251172,2.4274341147910308,2.0651588941300547,non-IEG,non-IEG
HRH1,3.44086942316946,2.75240794798991,3.98322972215117,2.60434225792786,4.20693815718647,2.83481188588202,2.91609970022607,1.70302157030794,3.27895758450203,2.95605862398953,0.968317024717677,0.940959206606891,0.971272430283542,0.98535853023097,0.995986455397804,0.94098920261216,0.958299875168029,0.959058580099273,0.936756378353573,0.948176424767757,NA,nontarget,non-ARE,non-IEG,3.8239037901779653,2.793609916935965,3.09752864236405,2.329540097148735,0.30392860261264276,0.262085422449423,1.9350462254161382,1.4821305854606261,1.6311176228034956,1.220045163011203,non-IEG,non-IEG
ATG7,10.0469611848014,3.57199925264932,16.0769770182214,4.51497665982016,14.9679787630535,4.9704425208606,16.7247553219905,3.7139190796447,23.5573164262305,9.12591376851938,0.860469127615533,0.978847619708363,0.935809011571598,0.977472073816888,0.91382134526205006,0.984132659777027,0.83017196593324,0.90254444319477,0.572324724960776,0.860435258847174,4,1-9,non-ARE,non-IEG,12.50746997392745,4.271220886754961,20.1410358741105,6.41991642408204,-0.6873478956096807,-0.5879060070660267,3.644718083814583,2.0946485090748217,4.3320659794242635,2.682554516140848,non-IEG,non-IEG
TAMM41,11.5284885066289,3.93794239887459,9.34881739312764,4.25355518693944,14.9155140220037,4.88342856960035,11.4145705698106,3.57763699464545,19.9893602815859,6.72175946017021,0.719513468356572,0.941567044705185,0.926443042292076,0.989847870632865,0.729886857790379,0.966221410825655,0.96870466311066,0.922558768253728,0.716351948079198,0.850358387695447,1,1-9,non-ARE,non-IEG,13.222001264316301,4.4106854842374705,15.70196542569825,5.14969822740783,-0.24800459578713654,-0.22348500390896753,3.724868652640016,2.1410028888571446,3.972873248427153,2.364487892766112,non-IEG,non-IEG
PPARG,8.2188267685226,2.82954357387359,14.5074261484913,3.13290387986389,16.0208630256351,3.10881620614476,13.1275336719537,2.16174868017132,25.4213704573872,4.00242109754396,0.832679313602268,0.98398242568014,0.971306840791534,0.993217006627643,0.986722900634455,0.995188653050746,0.952196790755264,0.9260648494646,0.641815994547065,0.907292838384856,31,10-99,non-ARE,non-IEG,12.11984489707885,2.9691798900091753,19.27445206467045,3.08208488885764,-0.6693186115646277,-0.053842095335705865,3.599299331021083,1.5700645027426154,4.268617942585711,1.6239065980783214,non-IEG,non-IEG
TSEN2,6.41937715363377,3.64432490759893,6.35666180728871,3.85258736287547,8.55917690993642,3.83941325713941,9.34587002548287,3.54543783749988,21.3548332524759,6.73990611358264,0.911985662530836,0.995803404905238,0.967582253158719,0.971871364302373,0.951878925083866,0.956912379667049,0.947278219776625,0.93349471350436,0.704011066013163,0.880620916166145,0,0,non-ARE,non-IEG,7.489277031785095,3.74186908236917,15.350351638979385,5.14267197554126,-1.035373342871895,-0.45875905100706404,2.904826456601222,1.903759083559772,3.9401997994731173,2.362518134566836,non-IEG,non-IEG
IQSEC1,7.70432121986729,3.24051845538871,6.77355431039228,3.50043765355543,7.07720149461437,3.64577732742928,5.93670580372616,2.96624487119955,6.702568608641,3.8889594966908,0.944519993158939,0.966125319645993,0.969557567183239,0.996593461285911,0.926512722898394,0.997421565464471,0.882451740233748,0.998930583226421,0.936369244989772,0.992322803937061,12,10-99,non-ARE,non-IEG,7.39076135724083,3.4431478914089952,6.319637206183581,3.427602183945175,0.22588125142156087,0.006528473046142946,2.8857229908582647,1.7837281494294883,2.659841739436704,1.7771996763833453,non-IEG,non-IEG
HDAC11,9.98652666075426,3.59874485728387,11.3008701332116,3.88931551897365,11.1171061760356,3.78700358538085,11.2475016776232,2.68976789131891,10.8351904217418,5.91370436202094,0.850061312120533,0.984881965243633,0.887463007757965,0.931025512740846,0.700300154769524,0.995091609299788,0.886526395476505,0.975376356416105,0.973301218786051,0.995747249981551,2,1-9,non-ARE,non-IEG,10.55181641839493,3.69287422133236,11.041346049682499,4.301736126669925,-0.06542469192235406,-0.22017490550669472,3.3994194646486706,1.8847441254327029,3.464844156571025,2.1049190309393975,non-IEG,non-IEG
CHCHD4,6.52036623239262,3.26339223995967,8.07370062778594,3.75518623110875,9.89708307222823,3.90423969449458,8.54404709191765,2.75895770138303,10.6146353430397,5.2656018694294104,0.928331913396247,0.996194805266909,0.897642483363347,0.954468048940967,0.955127604776648,0.954584618433711,0.966871878194083,0.864860799650363,0.884046031792707,0.822963770846402,NA,nontarget,non-ARE,non-IEG,8.208724652310426,3.583815967227125,9.579341217478675,4.01227978540622,-0.22276834830253547,-0.16292565650010482,3.0371580952417365,1.8414965553682832,3.259926443544272,2.004422211868388,non-IEG,non-IEG
TMEM43,12.9735769693771,3.35972570194711,16.1355441650009,3.70301200271022,14.5298860767979,4.84631945547412,17.6292882902807,2.90063783491135,23.5963894525229,5.29662738851952,0.797946851348513,0.960817883316995,0.924437948779165,0.956589541646377,0.979661647818831,0.979023142167029,0.842678397708069,0.928683230309504,0.746618831648323,0.828094320113891,NA,nontarget,non-ARE,non-IEG,13.7517315230875,4.103022578710615,20.6128388714018,4.098632611715435,-0.5839299272340145,0.0015444161139170542,3.7815413791607106,2.0366870933248196,4.365471306394725,2.0351426772109025,non-IEG,non-IEG
CCDC174,3.39571668154526,3.09478335460995,3.16485971988733,3.17888485754787,3.9087185062543,2.9875482839485,3.207745939203,2.1195271115826,3.40024555832884,3.80938135868793,0.942939041449937,0.989330831626456,0.892567349140628,0.926206101707304,0.993892586708786,0.920858871355054,0.998840798725637,0.992096456050727,0.989517055637203,0.948514094510285,87,10-99,non-ARE,non-IEG,3.6522175938997803,3.0411658192792252,3.30399574876592,2.964454235135265,0.14456089113913428,0.036857956565851696,1.86877272158951,1.604624481324251,1.7242118304503755,1.5677665247583994,non-IEG,non-IEG
NR2C2,6.83115654101035,3.21886799735505,8.35960238617323,3.82689782291018,9.71900867445996,4.0182720513376,6.3645979003432,2.56138346293305,2.59513478961626,2.92288518683269,0.887296994398731,0.980486761598192,0.967158791347438,0.980512755697155,0.981424263684078,0.995901210565057,0.956954107489875,0.97764366283745,0.997535098943677,0.98089092402096,18,10-99,non-ARE,non-IEG,8.275082607735156,3.618570024346325,4.47986634497973,2.74213432488287,0.8853180232998492,0.4001204460082998,3.0487737139953826,1.8554196900269189,2.163455690695533,1.4552992440186192,non-IEG,non-IEG
MRPS25,9.42697916904531,5.2590958083695,10.5260910355083,6.67978683625753,10.2812031775931,5.34578787227327,9.15410263065558,4.53261463081713,15.9870903052445,8.59772191347419,0.792047861984952,0.956663474811125,0.84941090298546,0.9884582593059,0.97987406973163,0.97227845056059,0.985447541828769,0.995247882858467,0.79417407142959,0.947061492490476,NA,nontarget,non-ARE,non-IEG,9.854091173319205,5.302441840321385,12.57059646795004,6.565168272145661,-0.3512583813584025,-0.3081750976943117,3.3007228200047725,2.406656891684151,3.6519812013631747,2.7148319893784625,non-IEG,non-IEG
PLCL2,2.85975175504529,3.01217037814498,3.72076222785041,3.0682858488921,4.29027073750774,3.3329275762778,3.4892846720598,2.50664011989717,3.71369201008714,4.81349591299122,0.991903459480685,0.953479947422662,0.958535887420196,0.991813765376959,0.979510594651097,0.950802158812827,0.984594998922438,0.912632544261664,0.976629745339347,0.946423166386323,126,100-999,ARE,non-IEG,3.5750112462765147,3.17254897721139,3.6014883410734697,3.660068016444195,-0.010645453598458435,-0.20622802262069298,1.8379477803307014,1.6656424362916213,1.8485932339291598,1.8718704589123145,non-IEG,non-IEG
SGO1,8.15504380918842,3.38479264921815,11.2908694175438,3.38339545553062,25.4751588844367,4.04312514217361,13.1876445942072,3.0469073038285,17.0437441155868,5.0253275178694,0.890266610726135,0.9557926591944,0.858416666128362,0.956199246239778,0.820369389812403,0.996120130227809,0.995770828486443,0.835512044748995,0.588861322330466,0.71089863920082,NA,nontarget,non-ARE,non-IEG,16.81510134681256,3.71395889569588,15.115694354897,4.03611741084895,0.1537102220405271,-0.12001029481315399,4.071685569089549,1.8929578483094487,3.917975347049022,2.0129681431226025,non-IEG,non-IEG
OXSM,3.16553295648754,3.15535352165154,3.30774067342417,2.93017639551462,4.1855966031467,3.59335779108303,2.83698349627113,2.18588252328257,2.56016566983768,4.36035167673214,0.995660123784398,0.97878557952121,0.990679100118792,0.995406574570811,0.998455850215343,0.975748072574365,0.985113159646745,0.941380320640216,0.93215290515999,0.97188963100126,10,10-99,non-ARE,non-IEG,3.67556477981712,3.374355656367285,2.698574583054405,3.2731171000073553,0.4457683875844947,0.04394682379821569,1.8779659485714517,1.7546120413895223,1.4321975609869573,1.7106652175913066,non-IEG,non-IEG
TGFBR2,7.92238310301806,3.24625929180064,11.6298145215045,3.35319380564202,13.1073172612488,4.28473591653614,8.29443506150857,2.68567593952677,11.3176720938459,4.79020729859154,0.843643579996746,0.980728410623795,0.931929511678627,0.976348889738061,0.934338811154644,0.996092746136417,0.962871228196643,0.938037620577156,0.817204209436052,0.863555097226944,83,10-99,non-ARE,non-IEG,10.51485018213343,3.76549760416839,9.806053577677236,3.737941619059155,0.10068374512317499,0.010596490650648188,3.3943563892715627,1.9128405272159084,3.293672644148388,1.9022440365652602,non-IEG,non-IEG
OSBPL10,16.9587066704637,3.67571881144967,23.3365343696289,4.24579537246488,25.4675144245367,4.61720510004112,24.3599401376551,3.37936366167673,7.78639981192265,4.80119294123905,0.657776652116648,0.961964099572461,0.792931485596009,0.954543042604632,0.645879128380502,0.974784280142669,0.610688724781951,0.916419643884599,0.893987158929371,0.884039250907028,24,10-99,non-ARE,non-IEG,21.2131105475002,4.146461955745394,16.073169974788875,4.090278301457889,0.4003016958901055,0.019681848408787037,4.406884278340615,2.051880855505821,4.00658258245051,2.0321990070970344,non-IEG,non-IEG
ZNF860,8.04270222508084,3.50726770124119,7.687041421375,3.83548125081335,12.1056318437125,3.4379449975706,10.9615194510892,3.75711040678725,9.50805598336622,4.98953269639708,0.745130213383999,0.987448941179218,0.890825213904135,0.997549351927295,0.739746523948632,0.972673343351469,0.968194394163718,0.782703608472392,0.757183166643227,0.763826136655302,4,1-9,non-ARE,non-IEG,10.07416703439667,3.472606349405895,10.23478771722771,4.373321551592165,-0.022820622440312514,-0.3327105497363739,3.332588651752298,1.7960188777663657,3.3554092741926103,2.1287294275027397,non-IEG,non-IEG
UBP1,9.58013414219752,3.20204862649341,10.9555432039188,3.03998357962623,12.5961323471491,3.80449228170197,14.2156318067889,2.69617089494208,8.1406851252325,3.26083901219624,0.75861724691941,0.988404735594464,0.950428696627056,0.99760078373484,0.974895525015176,0.985784531531941,0.830845990006785,0.923419367290298,0.876679083383853,0.955668675236291,24,10-99,non-ARE,non-IEG,11.08813324467331,3.50327045409769,11.1781584660107,2.9785049535691597,-0.011666033102805366,0.2341140107249881,3.4709445942603354,1.8087023691630966,3.4826106273631408,1.5745883584381084,non-IEG,non-IEG
EPM2AIP1,8.12611351640498,4.83562582218022,10.0951381222325,5.66363936864584,10.7090149076514,6.29644793635704,5.3750371437791,4.02225123060205,7.71808250238271,8.83788636873467,0.860964365237802,0.975995561786662,0.747455997325365,0.938679431813612,0.779507701457974,0.919435123440452,0.931425927045166,0.935206742836174,0.861252782098363,0.541952521171524,65,10-99,non-ARE,non-IEG,9.41756421202819,5.56603687926863,6.546559823080905,6.43006879966836,0.524616986566111,-0.20818370634508043,3.2353539649721172,2.4766504676637173,2.7107369784060062,2.6848341740087975,non-IEG,non-IEG
GOLGA4,11.71570603468,4.71673658693695,18.6380597083809,4.93474682967719,26.2229990150349,6.56075699517676,13.9964773356467,4.06538264760009,12.7362763004254,5.12716532623823,0.748561336261265,0.919322878376301,0.697931806651031,0.931523685651152,0.564896279565688,0.987243624799252,0.975235500737533,0.816004122378161,0.793500332360338,0.741150779628619,NA,nontarget,non-ARE,non-IEG,18.96935252485745,5.638746791056855,13.36637681803605,4.59627398691916,0.5050619849272875,0.294909759375587,4.245598531405918,2.4953745599244237,3.74053654647863,2.2004648005488368,non-IEG,non-IEG
ACVR2B,7.38378808040365,3.09355973792051,6.54638747092333,2.62630844580912,8.19559832412524,3.37774152997566,5.20607031542414,1.9690037731494,9.8233740732275,3.85393279298119,0.828970005886419,0.984837482440979,0.885602977895086,0.991862567164712,0.982530624786099,0.906245660405115,0.987034944545013,0.998122828027976,0.835909533913836,0.976410641290154,312,100-999,ARE,non-IEG,7.789693202264445,3.235650633948085,7.51472219432582,2.911468283065295,0.05184673743404134,0.15230894022639133,2.9615665087378105,1.6940558426626486,2.9097197713037692,1.5417469024362573,non-IEG,non-IEG
EXOG,6.20476521800175,3.42800035142907,8.89945701487609,4.13994506439982,11.7586126725523,4.16735613370577,10.5212008520305,3.23548961538627,12.1563847138766,9.05264069839915,0.915716788295604,0.955262924870129,0.919297776580119,0.988395163388689,0.922502821418548,0.97181393121844,0.755689187855081,0.89638677340549,0.805624901780833,0.702728246379407,5,1-9,non-ARE,non-IEG,8.981688945277025,3.79767824256742,11.33879278295355,6.14406515689271,-0.33620838325646585,-0.6940758370522797,3.1669867594280077,1.9251176786532014,3.5031951426844734,2.619193515705481,non-IEG,non-IEG
GORASP1,15.0258945670449,3.67840731120674,13.5036704977369,4.30546572308002,13.2813707878312,4.33634424514032,13.9141852556028,3.40145020754565,15.3931433633043,7.11525648253857,0.85389421910213,0.971136260955663,0.993573480990892,0.997997439350915,0.837402233558032,0.98550825532516,0.802148337311109,0.900556482073523,0.823489697507909,0.897504252853668,NA,nontarget,non-ARE,non-IEG,14.15363267743805,4.00737577817353,14.65366430945355,5.25835334504211,-0.05008908816472739,-0.3919532898642953,3.8231004781995463,2.002657799982903,3.8731895663642737,2.3946110898471984,non-IEG,non-IEG
SLC25A38,7.27726797937173,3.02350695909994,7.67689663127043,3.4973061788028,8.23923901141822,3.72585124302212,8.1759506420277,2.81007202629556,7.60678900666043,5.2771887191279,0.917126604405761,0.96729905313666,0.923479936071009,0.990774350730207,0.957670608558758,0.988510720097793,0.982392378442441,0.985900084615897,0.844905769897818,0.862859278600714,0,0,ARE,non-IEG,7.758253495394975,3.37467910106103,7.891369824344065,4.04363037271173,-0.024543836692253854,-0.26090080434473745,2.9557319156700954,1.7547503225135044,2.9802757523623495,2.0156511268582418,non-IEG,non-IEG
EIF1B,10.0967854730051,3.72766039742092,12.8897433370538,4.31532829783168,16.4579576486966,5.45367651442801,25.6389895172874,3.41463494455697,20.8633479883397,6.63043180314465,0.70642480224616,0.977311896622297,0.762863875564019,0.955164547913927,0.95304730925562,0.975044874657733,0.875826347080572,0.840891824010069,0.589666429826906,0.663324143879705,5,1-9,non-ARE,non-IEG,13.277371560850849,4.590668455924465,23.251168752813548,5.02253337385081,-0.8083336636118493,-0.1297110029539523,3.730897668421299,2.1987042424912433,4.5392313320331485,2.3284152454451954,non-IEG,non-IEG
ZNF619,3.52974992350661,3.0725380325167,4.2501657546215,3.21856961031041,3.71624555543175,3.31737524603471,3.59158094099519,2.37483556536961,3.94606551453526,4.82110368009151,0.993158733275215,0.998306662099408,0.858982065086822,0.996279139036684,0.993539177674652,0.944800239618104,0.969412589239207,0.979054504845861,0.98252788964818,0.775847380994068,3,1-9,non-ARE,non-IEG,3.62299773946918,3.194956639275705,3.768823227765225,3.59796962273056,-0.056930223032455374,-0.1713866545200055,1.857183905637289,1.6757963516021905,1.9141141286697443,1.8471830061221963,non-IEG,non-IEG
ZNF620,5.12738560656262,2.97090915075075,5.06575406700403,2.46924005657418,5.49662546409802,3.63503141862499,7.8199086107333,1.85863788028572,7.50142571664129,5.20811304480415,0.537115417661876,0.652959419652936,0.850733491650473,0.96899248123762,0.944359593089812,0.964254769450709,0.578602700224577,0.929611222399064,0.837485067580604,0.729917864815682,NA,nontarget,ARE,non-IEG,5.31200553533032,3.30297028468787,7.660667163687295,3.5333754625449347,-0.5282133911803799,-0.09728307021227978,2.4092566500337536,1.7237639904147521,2.9374700412141337,1.821047060627032,non-IEG,non-IEG
