X,condHeLa_S140_DMSO_rep1_hl,condHeLa_S140_RMD_rep1_hl,condC81_S181_DMSO_rep1_hl,condC81_S181_RMD_rep1_hl,condHeLa_S181_DMSO_rep1_hl,condHeLa_S181_RMD_rep1_hl,condHeLa_DMSO_rep1_hl,condHeLa_RMD_rep1_hl,condHeLa_C2_DMSO_rep1_hl,condHeLa_C2_RMD_rep1_hl,condHeLa_S140_DMSO_rep1_R2,condHeLa_S140_RMD_rep1_R2,condC81_S181_DMSO_rep1_R2,condC81_S181_RMD_rep1_R2,condHeLa_S181_DMSO_rep1_R2,condHeLa_S181_RMD_rep1_R2,condHeLa_DMSO_rep1_R2,condHeLa_RMD_rep1_R2,condHeLa_C2_DMSO_rep1_R2,condHeLa_C2_RMD_rep1_R2,DEs,target_group,ARE,IEG,mean_siCPEB4_DMSO,mean_siCPEB4_RMD,mean_Ctrl_DMSO,mean_Ctrl_RMD,meanlogFC_DMSO,meanlogFC_RMD,mean_siCPEB4_DMSO_log2,mean_siCPEB4_RMD_log2,mean_Ctrl_DMSO_log2,mean_Ctrl_RMD_log2,stabilized_DMSO,stabilized_RMD
B3GALT6,6.9314567903473,3.31671802644819,5.97730738738061,3.8011230651204,7.29705667786559,3.10787396923616,4.92759717098216,2.65011679064218,8.22281830238359,4.51608720046084,0.969862626611532,0.990475345319585,0.912306837943452,0.999254305498693,0.997715359081012,0.988399764074339,0.979968097111172,0.97756680899667,0.76969173849631,0.977038541297495,13,10-99,ARE,non-IEG,7.114256734106445,3.2122959978421752,6.575207736682875,3.5831019955515098,0.11367656272755004,-0.15760427498897406,2.830713038265233,1.6836048364865501,2.717036475537683,1.841209111475524,non-IEG,non-IEG
UBE2J2,6.86551776830758,3.04203170579367,6.70478660481228,3.36963846404873,7.09512424362583,3.09156664412244,6.08174046576426,2.25115897685896,8.03169220096093,3.85460629097897,0.937182530027057,0.957148890352862,0.996254423294724,0.991010004009521,0.949441448011048,0.998233636520761,0.934756419336642,0.958445484774105,0.888662564367458,0.912758090249784,NA,nontarget,non-ARE,non-IEG,6.9803210059667045,3.0667991749580548,7.056716333362594,3.0528826339189647,-0.01570363396793735,0.006561569695811195,2.803293383579258,1.6167336968370316,2.8189970175471957,1.6101721271412206,non-IEG,non-IEG
PUSL1,13.5382095165251,4.13385135048982,10.7532487582405,5.82259525055641,10.8425930329209,4.15222885928858,10.6074147174971,3.26727547990854,13.5505608196045,6.2717005366881,0.682623579107702,0.934800577612586,0.965253716360042,0.961423840510064,0.916835510319737,0.942222080592669,0.619239131342493,0.979132061118593,0.815530052522179,0.978320913288861,NA,nontarget,non-ARE,non-IEG,12.190401274723001,4.1430401048892005,12.0789877685508,4.76948800829832,0.01324605590308185,-0.2031446193490624,3.6076737112084585,2.05068978576359,3.5944276553053767,2.253834405112652,non-IEG,non-IEG
CPTP,5.94721207000826,3.02599719804193,4.06161640166206,3.4150247846903,4.56142000370904,3.11789847000676,3.24759887525207,2.03090426074929,7.69033766138855,3.33255661863917,0.992747081287866,0.951873926383901,0.987663167329455,0.974379753921928,0.971187605001136,0.999934408298223,0.911566305940646,0.981811368470823,0.94736309435761,0.995996927595434,NA,nontarget,non-ARE,non-IEG,5.254316036858651,3.071947834024345,5.46896826832031,2.6817304396942303,-0.057765713040998125,0.19598948856663942,2.393502978373399,1.619153717285181,2.4512686914143975,1.4231642287185418,non-IEG,non-IEG
CCNL2,5.56687975848084,4.89301533764207,5.3037799323943,7.03608544425979,5.26865046674441,5.55307515538922,4.50265072860402,9.77200492831451,4.91551730664572,7.73091439439464,0.786730810450902,0.80295828417793,0.840546685207971,0.587263200418097,0.853657320546678,0.940519712399204,0.947720945275293,0.665618501775266,0.890371733631993,0.813704190158175,9,1-9,non-ARE,non-IEG,5.417765112612625,5.223045246515645,4.709084017624869,8.751459661354575,0.20225138393955638,-0.7446324633790322,2.4376978468041015,2.384891201631096,2.235446462864545,3.129523665010128,non-IEG,non-IEG
AL391244.1,5.36330432524945,3.63227680272171,4.4768366714898,3.63821430161337,3.65645356831312,4.10997725065657,3.50827954981848,2.54046579829994,4.84631579678298,4.47383766101538,0.877195083915195,0.989529960331726,0.81324196772025,0.961741550041424,0.998544435609,0.995368486304215,0.960946143558123,0.984897961795021,0.970530126055302,0.964421839594992,NA,nontarget,non-ARE,non-IEG,4.509878946781285,3.87112702668914,4.17729767330073,3.50715172965766,0.1105187561938437,0.1424538016711135,2.1730887094846105,1.9527536488257038,2.0625699532907666,1.8102998471545904,non-IEG,non-IEG
SSU72,13.1053561426772,3.23130044459019,16.7619146539188,4.06178030424335,16.9352479052367,4.25180151818009,14.7835138508253,3.0785724870177,3.04591024894226,3.69510203864267,0.800507442811348,0.98937698062526,0.929007793105843,0.985909706411942,0.807873309695931,0.978396970309963,0.784643889835453,0.907034436450704,0.970563845581269,0.912595812508071,NA,nontarget,non-ARE,non-IEG,15.020302023956951,3.7415509813851404,8.914712049883779,3.386837262830185,0.7526537185750672,0.1436977658770203,3.9088419173323663,1.9036364330313964,3.156188198757299,1.759938667154376,non-IEG,non-IEG
SLC35E2B,5.79863936927304,2.68474092748743,5.70229837601177,2.70480294289986,5.70074290921786,2.89863812207902,5.26976882156147,2.71227271138932,6.35671893729106,3.65846968161626,0.946865073912673,0.992330169472267,0.991681883257879,0.991809563675914,0.98824621007308,0.99888270963457,0.95689546754406,0.986099608387344,0.988766424682568,0.991279570355869,0,0,non-ARE,non-IEG,5.74969113924545,2.7916895247832247,5.813243879426265,3.18537119650279,-0.015858974596640707,-0.19032299943562875,2.523484459735829,1.4811385024493546,2.5393434343324697,1.6714615018849832,non-IEG,non-IEG
NADK,11.5132984271245,3.39895207229753,10.5815663193599,3.78568193719665,11.4512491433858,4.22583971032502,11.6557334379588,3.26006686507761,28.5735090243492,5.73729484819658,0.825986210472138,0.994971650870137,0.984860346294304,0.986222587053341,0.951285870561142,0.994715520838545,0.873458453953114,0.958450238819018,0.586733617757809,0.893522006195767,99,10-99,non-ARE,non-IEG,11.482273785255149,3.812395891311275,20.114621231154,4.498680856637095,-0.8088362105229632,-0.23880408246713822,3.521336455880978,1.9306979410672258,4.330172666403941,2.1695020235343643,non-IEG,non-IEG
SKI,10.315958765286,3.0438067314365,5.89761469220704,3.00889558357734,8.33654661571887,3.20877189027719,5.67613002066852,2.47760433750078,8.2551469967474,3.53069375228756,0.791128885779024,0.982828665505842,0.978739687290516,0.99401829144367,0.93405189819493,0.98620795570431,0.966200608175316,0.986620520376758,0.964248725187563,0.984565512796212,94,10-99,ARE,non-IEG,9.326252690502436,3.126289310856845,6.9656385087079595,3.00414904489417,0.4210419151177471,0.05749490230105434,3.221297519362128,1.644451293380785,2.8002556042443807,1.5869563910797309,non-IEG,non-IEG
MORN1,12.2948232470155,5.66066737234025,5.79379461814247,5.32281990715499,6.17185508083858,5.08889715746502,10.1095527234192,8.82777943914372,9.8718102506259,11.4153077638961,0.688971473669651,0.924816004062324,0.970164057905821,0.972523442021501,0.874614415988747,0.987001077167454,0.541922889392127,0.842907740025374,0.810486440696822,0.888600941607498,13,10-99,non-ARE,non-IEG,9.23333916392704,5.374782264902635,9.99068148702255,10.12154360151991,-0.1137306094097633,-0.913151110523279,3.206852481462255,2.4262063115936705,3.3205830908720184,3.3393574221169495,non-IEG,non-IEG
RER1,10.4016632726718,3.26039125492491,13.9510957711454,3.69845937902866,17.8183535532176,4.1028039307682,17.1545489298383,2.97048156689136,22.4252505834282,5.95372375596108,0.809974282151408,0.966106906570746,0.976135732120162,0.987272789347413,0.893864666053938,0.986313859001426,0.877813588506856,0.907943240512525,0.683956736573852,0.852966658333042,NA,nontarget,non-ARE,non-IEG,14.110008412944701,3.681597592846555,19.789899756633247,4.46210266142622,-0.48804545647777386,-0.27739176124850456,3.8186469430146004,1.8803319453919716,4.306692399492374,2.157723706640476,non-IEG,non-IEG
PANK4,7.77037227776382,3.16900556530299,8.79038954450517,4.20709236695192,9.93758499435059,3.96679288882745,9.43200594724347,3.10982953292075,5.4211234060487,3.74321003076462,0.96475296544271,0.997338750041026,0.933984628849439,0.995730775796652,0.930377519491303,0.987794990432546,0.954035296500177,0.974895706822683,0.92308693439128,0.988734856019953,NA,nontarget,non-ARE,non-IEG,8.853978636057205,3.56789922706522,7.426564676646085,3.426519781842685,0.25363087807874546,0.05833085194337669,3.146325892332152,1.83507486787414,2.8926950142534067,1.7767440159307635,non-IEG,non-IEG
ARHGEF16,11.8771687098828,3.96651536854554,9.50120263145421,3.61798895804579,7.67750617921353,3.72934933352939,9.83349758265238,3.57684686899008,20.9518659221342,4.17527073940204,0.972153813628207,0.92053691577661,0.926610206667897,0.949221717472114,0.952732397007426,0.988530341970083,0.845228873620503,0.940835308730024,0.664747055451449,0.94293298012526,NA,nontarget,non-ARE,non-IEG,9.777337444548166,3.847932351037465,15.39268175239329,3.8760588041960604,-0.6547310531845774,-0.010507022349220754,3.2894416452876776,1.9440834358853274,3.9441726984722547,1.9545904582345481,non-IEG,non-IEG
WRAP73,9.74339865710939,3.48405296877957,7.12226503512021,4.14907416850405,12.3536488583232,3.89535394885158,15.7866301044283,3.45779035238171,15.9190592735065,5.34124388382232,0.979588315165509,0.988240928815305,0.984496594894857,0.99565518001096,0.914827155870619,0.971282064369579,0.68219368699697,0.960268799861386,0.627073252385049,0.968535459503154,8,1-9,ARE,non-IEG,11.048523757716296,3.689703458815575,15.8528446889674,4.399517118102015,-0.5208881281465251,-0.2538403135610347,3.4657817124950783,1.883504871654886,3.9866698406416035,2.1373451852159207,non-IEG,non-IEG
TP73,5.14240113025258,2.9544764075755,3.63636897537195,3.36563963846886,5.19802157834905,2.71564660335713,5.44957026463932,1.83873738379087,4.04022120307831,2.99782257282864,0.903216193160113,0.896380257523285,0.669888866396576,0.979735640213564,0.756886909169437,0.986120198009719,0.71005870820073,0.964621694615913,0.592207961764659,0.876355624601275,0,0,non-ARE,non-IEG,5.170211354300815,2.835061505466315,4.744895733858815,2.418279978309755,0.12384687275386258,0.22939875073319854,2.3702232580197315,1.5033800341688142,2.2463763852658687,1.2739812834356155,non-IEG,non-IEG
LRRC47,11.1157055801556,3.05822786639745,11.0715993676001,3.3048132593221,9.22034638403038,3.3581686912548,9.68875501047262,2.59537147543708,19.5444610612013,4.96036689192014,0.951844679908856,0.97432629452266994,0.978291997622941,0.983171839409512,0.963141013244845,0.988732917677477,0.879274551060944,0.962149254634863,0.694627936007605,0.912980288876895,NA,nontarget,non-ARE,non-IEG,10.16802598209299,3.208198278826125,14.616608035836961,3.77786918367861,-0.5235689330124249,-0.23580943779708954,3.34596771682879,1.6817633085756614,3.869536649841215,1.9175727463727508,non-IEG,non-IEG
DFFB,7.41358847161036,3.40373564930732,4.67410800833047,3.3618116488549,4.3940502451555,3.14550669619372,7.33623567031656,2.69044870617754,12.34705300087,4.06113726755672,0.933769808426809,0.977415222436876,0.956145638763539,0.986210829500985,0.973129703944177,0.983425729465026,0.897746014042156,0.992187434842811,0.666396094643112,0.978270498707643,20,10-99,non-ARE,non-IEG,5.903819358382931,3.2746211727505203,9.84164433559328,3.37579298686713,-0.737250800927997,-0.04389841969643695,2.561648579333253,1.7113280169383405,3.29889938026125,1.7552264366347776,non-IEG,non-IEG
C1orf174,6.28660556798259,3.15522571675158,9.12558400390897,3.63406234362826,10.3529490516875,3.57063885575596,8.37492668530554,2.39946791932695,16.8438765427908,4.8468437563705304,0.928237192615728,0.970087506387175,0.932555025492335,0.99736084169591,0.934416085839479,0.983981599338111,0.968765139385534,0.949703156877051,0.592354908248984,0.83449197168459,34,10-99,non-ARE,non-IEG,8.319777309835045,3.36293228625377,12.60940161404817,3.6231558378487403,-0.5998829951204305,-0.10752712977677063,3.056544913186528,1.7497197300184082,3.6564279083069584,1.8572468597951788,non-IEG,non-IEG
NPHP4,12.8402889551096,3.72892307386592,8.63379569333097,4.07181651927221,8.7010237287979,3.91010496084847,10.2885801653931,3.95171999518934,18.6296741130416,6.4520385150736,0.802390782887924,0.98947550595784906,0.931431260259931,0.998191926415065,0.963146418442139,0.992389236849667,0.641664901658769,0.982421305202297,0.612552410736835,0.957231544475063,3,1-9,non-ARE,non-IEG,10.77065634195375,3.819514017357195,14.45912713921735,5.20187925513147,-0.4248742956113637,-0.44564382607713515,3.4290342623581638,1.9333890860748284,3.8539085579695276,2.3790329121519638,non-IEG,non-IEG
