X,target_group,ARE,IEG,variable,value
TRIM62,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.5351073000062
ZNF362,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.28133880408742
AL513327.3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,1.64375458846765
AL513327.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.3661463583438
PHC2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.71619212438569
ZSCAN20,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.56274481149407
GJB5,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.84148757994659
GJB3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,1.89088458948509
SMIM12,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.88587538478801
ZMYM6,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.26538819278472
ZMYM1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.95132719324463
SFPQ,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.5103523423574
ZMYM4,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.6241869367739
KIAA0319L,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.3163524033293
NCDN,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.6066079455062
TFAP2E,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.0714489088636
PSMB2,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,25.8758682178642
C1orf216,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.1680472741155
CLSPN,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.9083482121428
AGO4,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.91580081437154
AGO1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.3359931255293
AGO3,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.8446866588659
ADPRHL2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.42971312586252
TRAPPC3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,15.6133213155196
MAP7D1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.589416612528
THRAP3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.5808544214835
EVA1B,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.88332516300702
AL591845.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.20056194277626
STK40,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.34120619101016
LSM10,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.86414427860001
LINC01137,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.32189473274763
SNIP1,1000-4999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.38991622827456
GNL2,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,22.4071929797847
C1orf109,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.6039932613558
CDCA8,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.40005430443885
MANEAL,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.0068644691513
YRDC,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.5720837929436
MTF1,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.45973023680403
INPP5B,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.0800849038621
SF3A3,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,20.0466644215982
FHL3,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.58693138254494
UTP11,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.6153678319159
RRAGC,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.5029478725634
AL139260.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.41551122525312
RHBDL2,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.1460950054907
AKIRIN1,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,28.5842771047199
NDUFS5,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,20.9962653631945
MACF1,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.1404897325757
PPIE,0,ARE,non-IEG,condHeLa_DMSO_rep1_hl,25.5632963655086
BMP8B,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.1164047168706
OXCT2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.69818910138777
TRIT1,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,21.4370816990375
MYCL,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.59865691688984
MFSD2A,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.87180997188291
AL050341.2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.21871433759333
SMAP2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.2338842895647
ZFP69B,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.02597741655454
AL031985.3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.7076089843203
ZNF684,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.34434474949445
RIMS3,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.25061651366131
NFYC,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.2481298358069
KCNQ4,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.37446324269576
CITED4,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.4383921846868
CTPS1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,22.8098339939904
SLFNL1-AS1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.84493975891441
FOXO6,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.91778673784954
HIVEP3,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.58966351044328
FOXJ3,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.28320617483911
PPIH,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.5886053272471
YBX1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,35.619444354294
P3H1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,15.5593354431669
C1orf50,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.96583592443657
AC098484.3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.0078677215867
SVBP,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.5620031101149
ERMAP,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.2386227978542
ZNF691,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.24503551587776
SLC2A1,1-9,ARE,IEG,condHeLa_DMSO_rep1_hl,9.28440912291078
EBNA1BP2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,21.022131365359
AL139289.2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.59208851079103
CDC20,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.2267886558242
ELOVL1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,15.3205122383236
SZT2,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.60690326458687
PTPRF,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.2020878557226
KDM4A,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.01339403835734
KDM4A-AS1,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.7887955828062
ST3GAL3,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.5731811867909
IPO13,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.6288355490586
DPH2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,15.272752974095
B4GALT2,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.8943791900882
SLC6A9,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.64901715575675
CCDC24,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.11647408502697
AL139220.2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.66532456708767
KLF17,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.43269724052293
ERI3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.8271600747591
RNF220,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.51552744106749
TMEM53,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.1821454965019
KIF2C,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.7786061085997
PLK3,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.4429949442075
EIF2B3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,28.1319141423229
HECTD3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.7059192083217
UROD,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.6173340757842
ZSWIM5,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.03285288483506
HPDL,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.98608510698964
MUTYH,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.56284027716669
TOE1,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.60906285504351
TESK2,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.9879466370824
CCDC163,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.4198901546054
MMACHC,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.45177020089956
NASP,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.1551721125312
GPBP1L1,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,15.6841602496061
TMEM69,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,38.0074252188743
IPP,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.7504400123475
PIK3R3,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.93622289206244
TSPAN1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.9503674142902
RAD54L,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.4191061240442
LRRC41,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,20.0362421050003
NSUN4,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.78355384017968
FAAH,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.7482625382692
DMBX1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.26622389020445
MKNK1,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.72264641843588
MOB3C,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.42692984899119
EFCAB14,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,32.5677765489129
PDZK1IP1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.36719037503937
STIL,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.95356343727751
FOXD2-AS1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.44061418321432
FOXD2,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,1.93840956546479
TRABD2B,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.66924162379955
CDKN2C,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.77757814358525
RNF11,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,33.7457544854333
TXNDC12,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,25.6349258734716
KTI12,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,1.52293168571094
BTF3L4,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.6150523980343
ZFYVE9,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.8187863654819
CC2D1B,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.6851629142851
ORC1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.4588378723443
PRPF38A,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,21.7806140706057
ZCCHC11,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.1635075040399
COA7,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.43327145840334
ZYG11A,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.94775762312005
ECHDC2,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,20.957516543045
MAGOH,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.5626990652724
LRP8,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.5892151629415
GLIS1,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.84897789373839
NDC1,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,30.9618970351422
YIPF1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,28.6529664116898
LRRC42,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.7244576018715
TCEANC2,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.80816787214685
CYB5RL,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.868833257522
SSBP3,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.4556409205033
ACOT11,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.67937429994158
TTC4,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.20518713688257
PARS2,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,1.22421247721108
DHCR24,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.6936461662849
AC096536.3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.0437764638235
PCSK9,1000-4999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.7597167388672
USP24,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,22.4184417633911
PLPP3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.83070427957223
PRKAA2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.5560742189908
MYSM1,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.61189906754692
HOOK1,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,27.9566749217365
NFIA,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.8736260917939
AC096947.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.03474953997242
TM2D1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.8775599603145
PATJ,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.2071989204538
USP1,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.2944453269842
LINC00466,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.4087443775756
ALG6,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.8976424231417
EFCAB7,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.7639511410161
DLEU2L,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.20142116047421
ROR1,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.78464988949926
CACHD1,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.99353069861272
LINC01359,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.00570995823095
AK4,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.9855721228528
LEPROT,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,27.8632689143021
PDE4B,100-999,ARE,IEG,condHeLa_DMSO_rep1_hl,3.22833333494318
WDR78,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.1964836415339
MIER1,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.5671811882219
SLC35D1,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.9160466068255
SERBP1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,24.4034043812429
GADD45A,10-99,non-ARE,IEG,condHeLa_DMSO_rep1_hl,7.18834162361964
GNG12-AS1,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.3937122890022
DIRAS3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.26683739143037
WLS,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.1257054488352
SRSF11,1000-4999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.6439170660662
ANKRD13C,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.1523225928146
CTH,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.287587898934
LRRIQ3,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.96281980341735
FPGT,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.9986101785542
RABGGTB,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,24.0934752636804
MSH4,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.01711997273785
ZZZ3,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.77455156541002
NEXN,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.3888757873755
FUBP1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,20.1846705799566
DNAJB4,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.81457886709376
ADGRL4,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.0844495302561
TTLL7-IT1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.09620294230043
AL359504.2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.39655002654646
PRKACB,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,45.7848912749976
RPF1,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.0706715766405
GNG5,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.1593995287313
CTBS,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.1014664391537
AL603750.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.66033512164632
SYDE2,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.73079262493727
C1orf52,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.97606389049211
BCL10,100-999,ARE,IEG,condHeLa_DMSO_rep1_hl,5.06811589697497
AC092807.3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.03820570384853
CYR61,5000-more,non-ARE,IEG,condHeLa_DMSO_rep1_hl,2.06718101878313
ZNHIT6,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.661366023535
ODF2L,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,15.65730560314
AL049597.2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.18877792118686
LMO4,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,11.4544736012944
PKN2,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,31.5859398914479
GTF2B,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.75928201095542
RBMXL1,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.50616792676842
GBP3,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.6572872590219
LRRC8B,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.16421947337504
LRRC8C,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.3286349728405
LRRC8D,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.72158344886669
ZNF326,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,15.3322971977552
ZNF644,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.21948290429625
CDC7,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.3094966476691
TGFBR3,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.16242580356757
RN7SL653P,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.04169711333261
RPAP2,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.5951758144171
GFI1,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.72845185863698
EVI5,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.3320035224298
FAM69A,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.95749115951971
MTF2,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.0846864141006
TMED5,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,22.4690535457971
CCDC18,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.9481546495856
CCDC18-AS1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.91863251212416
DR1,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,21.329531283343
FNBP1L,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.6459684989106
BCAR3,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.89625694577018
DNTTIP2,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.7586402428396
ARHGAP29,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.3910832780608
ABCD3,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,34.483000178963
F3,100-999,ARE,IEG,condHeLa_DMSO_rep1_hl,5.26628021120075
AC092802.3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.96507073309646
RWDD3,1-9,ARE,non-IEG,condHeLa_DMSO_rep1_hl,19.2785560990367
PTBP2,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.79795873738254
DPYD,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,27.9568923058854
PALMD,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.3514659301546
FRRS1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.0594839749881
AGL,0,ARE,non-IEG,condHeLa_DMSO_rep1_hl,31.3338248879141
SLC35A3,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,23.000614071576
MFSD14A,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.373833231462
SASS6,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,9.21566856954309
TRMT13,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.8429513481908
LRRC39,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.33226794237724
DBT,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,22.993886988891
CDC14A,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.7970121701628
EXTL2,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,25.6234358743436
SLC30A7,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.5621891988641
DPH5,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,17.3745560259208
AC093157.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.10868296380525
PRMT6,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,6.70289733774091
VAV3,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.57876111605135
AL359258.3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,1.73911695258206
NBPF6,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.40405722856926
FAM102B,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,25.7542951811571
HENMT1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,24.6086397416472
PRPF38B,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.83669558141486
GPSM2,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,27.7237775397205
CLCC1,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,21.0448162022235
WDR47,10-99,ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.5539610868477
TAF13,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,40.3507334650108
AL356488.3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,10.0868000347079
TMEM167B,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,14.780703916407
SARS,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,18.8778996534202
CELSR2,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,16.6235438221022
PSRC1,100-999,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,4.43381930050863
SYPL2,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.8957468921668
ATXN7L2,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.1397289023043
CYB561D1,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.2311291727325
AMIGO1,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.94439133081612
GNAI3,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,28.5285448268503
AMPD2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.9035663074109
GSTM3,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,33.4985796159972
CSF1,1-9,ARE,IEG,condHeLa_DMSO_rep1_hl,3.5872659353478
STRIP1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,12.6637719985593
AL160006.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,8.21103850429209
KCNC4,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.68843836494185
RBM15,10-99,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.07169019728405
AL355488.2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.70041516543266
LRIF1,100-999,ARE,non-IEG,condHeLa_DMSO_rep1_hl,3.7382677611049
DRAM2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,25.2940890857071
CEPT1,nontarget,ARE,non-IEG,condHeLa_DMSO_rep1_hl,21.7397957522908
OVGP1,1-9,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,5.52026648057829
AL390195.2,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,13.9007171024777
AL390195.1,nontarget,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,7.39102327940558
FAM212B,0,non-ARE,non-IEG,condHeLa_DMSO_rep1_hl,2.25437842245143
