log2FoldChange.RNAseq,gene_name,log2FoldChange.CLIP,sign.CLIP
-3.6715507495139477,5S_rRNA,-2.3504966961847695,FALSE
0.07542748008710505,7SK,2.226670493533724,FALSE
0.20863593631962365,A2MP1,-2.4318792296426794,FALSE
0.015545149366280937,AACS,0.08412619371447605,FALSE
-0.7216668361090208,AAED1,-0.46270004021117594,FALSE
0.3908334366369816,AAK1,-0.194969752532547,FALSE
2.062075787203352,AAMDC,-0.15582109328696506,FALSE
-1.4208744676591845,AANAT,-2.211839087209205,FALSE
-0.20324174125305516,AAR2,-2.2353265518593513,FALSE
0.5873488135070714,AASDH,0.9213274002806617,FALSE
-0.5976970132518991,AASDHPPT,0.21260896607735813,FALSE
-2.343132185983483,AATK,4.318469448768925,FALSE
-1.1351499001125427,AB015752.3,-2.8259243543908785,FALSE
7.434803936905458,ABAT,-2.470740557239093,FALSE
-1.0362321868420203,ABCA1,2.416248121040641,FALSE
2.952461732100818,ABCA12,-0.24921573167138128,FALSE
5.061509170252032,ABCA13,2.4551785682934506,FALSE
0.0530765247188042,ABCA17P,-2.6689201033413,FALSE
5.0523960846953955,ABCA3,-2.206690216535632,FALSE
-0.7739935116199419,ABCA4,0.298561802391502,FALSE
0.9544784815454964,ABCA8,-3.841927509491741,FALSE
3.3378125658650153,ABCB1,1.4790933373337127,FALSE
5.492503203711603,ABCB4,0.5814802226469739,FALSE
0.08028042030566185,ABCC1,-0.21063878928728313,FALSE
1.2672319637100569,ABCC10,1.1741090046978078,FALSE
-4.095524210556186,ABCC2,-4.732393861293025,FALSE
-0.1300085712712668,ABCC5,0.046834360176021265,FALSE
7.114109274807982,ABCD2,3.6453279422134495,FALSE
-0.2889509469164804,ABCD4,-0.5721181527949297,FALSE
-1.7938977165323775,ABCE1,0.30404691199854617,FALSE
-1.7095984244250506,ABCG2,-1.7999609925834208,FALSE
0.4966975724489553,ABHD13,0.7492689825451505,FALSE
0.06829341164550963,ABHD15,-0.33763754274718827,FALSE
1.2277518475493725,ABHD17A,-1.5339547648351146,FALSE
0.48519498650735216,ABHD17B,0.26503170655251745,FALSE
-1.4710918782945055,ABHD17C,0.04866506517657029,FALSE
1.5069424852897109,ABHD2,1.8752332718609095,FALSE
-0.2869369262215692,ABHD4,-0.1314788262751808,FALSE
0.012439175954253779,ABHD5,2.5585601550486956,FALSE
-0.11036847431143927,ABHD6,-3.242579464276295,FALSE
1.4653833957092626,ABHD8,1.8500634860441314,FALSE
0.796609787641526,ABI1,0.8784306226318217,FALSE
0.14037922629553143,ABI2,-0.10697630573686771,FALSE
5.7594935765368716,ABI3BP,0.06523254397245117,FALSE
-0.6944144376828693,ABL1,-0.5068765652019851,FALSE
-0.31531423411264575,ABL2,0.5180595097798836,FALSE
4.8947746892676465,ABLIM2,-0.2601002597643974,FALSE
6.079542738856382,ABLIM3,3.6742316591736297,FALSE
1.021415518550012,ABTB2,0.27804135110590406,FALSE
2.269869852365607,AC002066.1,-0.16723525704360845,FALSE
0.7119415231154376,AC002116.7,-1.925461867526031,FALSE
0.5585736402820423,AC002383.2,0.0335015202961244,FALSE
-1.8275772880307308,AC002429.5,-4.6824667674697045,FALSE
2.949963242809131,AC003051.1,1.2054357576294166,FALSE
5.411394976051521,AC003090.1,3.999340443088191,FALSE
-1.4433602957965672,AC003101.1,-1.2047747409487186,FALSE
-3.2719531023463624,AC003104.1,-1.8481424366870103,FALSE
0.7975148794546877,AC003665.1,-3.920386624931436,FALSE
-0.006999378108698476,AC003991.3,-2.470544838815621,FALSE
-0.9292774784132175,AC004076.7,0.22926803124520012,FALSE
0.994070734320544,AC004158.2,-1.521484737895006,FALSE
0.1349140308910909,AC004453.8,0.18595072042648492,FALSE
2.4294334118732137,AC004540.5,-1.9567921707660696,FALSE
0.6054162578114971,AC004840.9,0.05095174005546277,FALSE
-0.6122458693806079,AC004893.11,-0.5532630069486627,FALSE
-0.7014614716988259,AC005003.1,-0.6783055477382209,FALSE
-0.23079685926373175,AC005154.6,-2.032198989655539,FALSE
2.9388857362979506,AC005237.4,2.6375107775383286,FALSE
-0.15686323562447788,AC005281.1,-2.101696787934143,FALSE
1.4377060972273585,AC005307.3,1.1370802855939333,FALSE
-0.08600887856701538,AC005329.7,-2.7720676165302423,FALSE
2.4956634753547897,AC005532.5,-2.4861262469653735,FALSE
1.0788553674159973,AC005592.2,-1.038325556259317,FALSE
-3.1297621876964024,AC005682.5,-2.782165954922803,FALSE
3.9143650794913274,AC005682.6,1.6786737866281847,FALSE
3.270685255953191,AC005682.8,-2.883081080648965,FALSE
5.394390241107178,AC005863.2,3.79609377879237,FALSE
1.5038837187631353,AC006227.1,3.794885097773239,FALSE
1.117844321410956,AC006369.2,-4.122076929859208,FALSE
-1.8663450297565471,AC006445.7,-0.5002702345061346,FALSE
2.7332131061854197,AC006481.1,1.855442176672779,FALSE
-0.9031368583890196,AC006946.16,-2.7720676165302423,FALSE
0.5585736402820424,AC006994.2,-1.579370108504144,FALSE
0.04550706011334227,AC007038.7,-3.015708093559046,FALSE
0.5585736402820424,AC007128.1,5.235610608507884,FALSE
4.635853621108764,AC007193.6,4.317838376596398,FALSE
-0.7232113949054835,AC007228.9,-1.2211636886294561,FALSE
1.5871067720926477,AC007246.3,-2.004341357121514,FALSE
0.1593737576196269,AC007276.5,-2.016598065738757,FALSE
0.9492929290530955,AC007319.1,-1.5676989480231496,FALSE
-0.40319807333219004,AC007401.2,-0.49335722285993916,FALSE
0.5585736402820424,AC007464.1,-1.3768174769852763,FALSE
-0.32077603351524736,AC007551.3,-1.9471363796197156,FALSE
-0.1049730618789139,AC007566.10,-2.101696787934143,FALSE
0.5585736402820423,AC007652.1,-0.4761075990510444,FALSE
0.5496940609503735,AC007773.2,-1.6104424741985903,FALSE
2.6724227173397916,AC007879.5,-1.9584036475412072,FALSE
0.4671268304854635,AC007970.1,-2.6273475838277194,FALSE
2.9407084818223463,AC009120.4,-1.3788903543813766,FALSE
0.7203672860288012,AC009120.6,-3.0715136224029638,FALSE
-3.4112081549166717,AC009229.5,-3.744175126328578,FALSE
0.5585736402820423,AC009236.1,2.058597123542464,FALSE
-1.4779926579265776,AC009299.3,-1.0516927200926842,FALSE
0.55046850946931,AC009403.2,0.4374411742980431,FALSE
0.3328038530997649,AC009404.2,-2.1119670766078253,FALSE
3.0149922413516665,AC009499.1,2.792874209941663,FALSE
0.23626178700182107,AC009784.3,-2.7077011070098114,FALSE
-0.2782644917231657,AC009948.5,-0.585188551180476,FALSE
2.8016261695629074,AC010091.1,4.3144456945977545,FALSE
3.0666348966094654,AC010148.1,-2.101696787934143,FALSE
0.6465956518855467,AC010336.1,-2.114931449397911,FALSE
1.0474116380648029,AC010547.9,1.0484261464105307,FALSE
-0.504567436388331,AC010642.1,-0.2688137447692823,FALSE
0.5585736402820424,AC010880.1,-1.6563262895810322,FALSE
-0.40319794740107334,AC010884.1,-2.834945773800416,FALSE
0.7442047264792355,AC010982.1,-3.8696928483375417,FALSE
1.5175385975705646,AC011306.2,-0.7737388823022969,FALSE
2.085326814468454,AC011343.1,-3.2596579752081154,FALSE
-0.059536827383599174,AC011747.7,1.855442176672779,FALSE
1.4377060972273585,AC011752.1,2.226670493533724,FALSE
-2.2847126585778237,AC012307.2,-2.996214413767369,FALSE
-0.6854428850723951,AC012307.3,-4.405017838350251,FALSE
