Distance,RBP,MedianDistanceToPABP
123,CPEB4,51.5
142,CPEB4,51.5
1,CPEB4,51.5
420,CPEB4,51.5
261,CPEB4,51.5
206,CPEB4,51.5
24,CPEB4,51.5
95,CPEB4,51.5
228,CPEB4,51.5
83,CPEB4,51.5
145,CPEB4,51.5
136,CPEB4,51.5
44,CPEB4,51.5
21,CPEB4,51.5
12,CPEB4,51.5
225,CPEB4,51.5
13,CPEB4,51.5
115,CPEB4,51.5
405,CPEB4,51.5
209,CPEB4,51.5
446,CPEB4,51.5
103,CPEB4,51.5
109,CPEB4,51.5
351,CPEB4,51.5
160,CPEB4,51.5
16,CPEB4,51.5
22,CPEB4,51.5
377,CPEB4,51.5
178,CPEB4,51.5
72,CPEB4,51.5
7,CPEB4,51.5
58,CPEB4,51.5
321,CPEB4,51.5
102,CPEB4,51.5
50,CPEB4,51.5
36,CPEB4,51.5
350,CPEB4,51.5
105,CPEB4,51.5
12,CPEB4,51.5
21,CPEB4,51.5
90,CPEB4,51.5
3,CPEB4,51.5
18,CPEB4,51.5
12,CPEB4,51.5
65,CPEB4,51.5
221,CPEB4,51.5
81,CPEB4,51.5
441,CPEB4,51.5
198,CPEB4,51.5
139,CPEB4,51.5
61,CPEB4,51.5
197,CPEB4,51.5
148,CPEB4,51.5
102,CPEB4,51.5
33,CPEB4,51.5
62,CPEB4,51.5
28,CPEB4,51.5
3,CPEB4,51.5
13,CPEB4,51.5
57,CPEB4,51.5
66,CPEB4,51.5
3,CPEB4,51.5
122,CPEB4,51.5
3,CPEB4,51.5
20,CPEB4,51.5
139,CPEB4,51.5
124,CPEB4,51.5
30,CPEB4,51.5
246,CPEB4,51.5
19,CPEB4,51.5
37,CPEB4,51.5
365,CPEB4,51.5
298,CPEB4,51.5
112,CPEB4,51.5
32,CPEB4,51.5
11,CPEB4,51.5
237,CPEB4,51.5
100,CPEB4,51.5
16,CPEB4,51.5
355,CPEB4,51.5
52,CPEB4,51.5
444,CPEB4,51.5
22,CPEB4,51.5
15,CPEB4,51.5
64,CPEB4,51.5
313,CPEB4,51.5
3,CPEB4,51.5
75,CPEB4,51.5
14,CPEB4,51.5
404,CPEB4,51.5
115,CPEB4,51.5
324,CPEB4,51.5
0,CPEB4,51.5
19,CPEB4,51.5
87,CPEB4,51.5
0,CPEB4,51.5
126,CPEB4,51.5
60,CPEB4,51.5
7,CPEB4,51.5
20,CPEB4,51.5
56,CPEB4,51.5
11,CPEB4,51.5
82,CPEB4,51.5
7,CPEB4,51.5
48,CPEB4,51.5
17,CPEB4,51.5
76,CPEB4,51.5
40,CPEB4,51.5
26,CPEB4,51.5
7,CPEB4,51.5
30,CPEB4,51.5
27,CPEB4,51.5
16,CPEB4,51.5
12,CPEB4,51.5
294,CPEB4,51.5
165,CPEB4,51.5
30,CPEB4,51.5
18,CPEB4,51.5
2,CPEB4,51.5
358,CPEB4,51.5
133,CPEB4,51.5
12,CPEB4,51.5
187,CPEB4,51.5
55,CPEB4,51.5
4,CPEB4,51.5
16,CPEB4,51.5
11,CPEB4,51.5
270,CPEB4,51.5
322,CPEB4,51.5
306,CPEB4,51.5
113,CPEB4,51.5
24,CPEB4,51.5
37,CPEB4,51.5
23,CPEB4,51.5
115,CPEB4,51.5
13,CPEB4,51.5
16,CPEB4,51.5
207,CPEB4,51.5
14,CPEB4,51.5
19,CPEB4,51.5
25,CPEB4,51.5
8,CPEB4,51.5
19,CPEB4,51.5
40,CPEB4,51.5
139,CPEB4,51.5
2,CPEB4,51.5
432,CPEB4,51.5
0,CPEB4,51.5
302,CPEB4,51.5
153,CPEB4,51.5
197,CPEB4,51.5
76,CPEB4,51.5
222,CPEB4,51.5
130,CPEB4,51.5
2,CPEB4,51.5
262,CPEB4,51.5
20,CPEB4,51.5
215,CPEB4,51.5
383,CPEB4,51.5
81,CPEB4,51.5
12,CPEB4,51.5
360,CPEB4,51.5
340,CPEB4,51.5
17,CPEB4,51.5
402,CPEB4,51.5
396,CPEB4,51.5
205,CPEB4,51.5
137,CPEB4,51.5
52,CPEB4,51.5
16,CPEB4,51.5
5,CPEB4,51.5
60,CPEB4,51.5
16,CPEB4,51.5
131,CPEB4,51.5
43,CPEB4,51.5
132,CPEB4,51.5
366,CPEB4,51.5
7,CPEB4,51.5
128,CPEB4,51.5
130,CPEB4,51.5
122,CPEB4,51.5
23,CPEB4,51.5
425,CPEB4,51.5
1,CPEB4,51.5
51,CPEB4,51.5
149,CPEB4,51.5
0,CPEB4,51.5
35,CPEB4,51.5
182,CPEB4,51.5
185,CPEB4,51.5
120,CPEB4,51.5
25,CPEB4,51.5
104,CPEB4,51.5
42,CPEB4,51.5
0,CPEB4,51.5
198,CPEB4,51.5
19,CPEB4,51.5
20,CPEB4,51.5
48,CPEB4,51.5
85,CPEB4,51.5
15,CPEB4,51.5
275,CPEB4,51.5
430,CPEB4,51.5
15,CPEB4,51.5
249,CPEB4,51.5
294,CPEB4,51.5
221,CPEB4,51.5
21,CPEB4,51.5
81,CPEB4,51.5
222,CPEB4,51.5
0,CPEB4,51.5
290,CPEB4,51.5
49,CPEB4,51.5
211,CPEB4,51.5
13,CPEB4,51.5
23,CPEB4,51.5
79,CPEB4,51.5
15,CPEB4,51.5
417,CPEB4,51.5
33,CPEB4,51.5
86,CPEB4,51.5
22,CPEB4,51.5
12,CPEB4,51.5
0,CPEB4,51.5
17,CPEB4,51.5
198,CPEB4,51.5
32,CPEB4,51.5
162,CPEB4,51.5
0,CPEB4,51.5
54,CPEB4,51.5
176,CPEB4,51.5
101,CPEB4,51.5
17,CPEB4,51.5
276,CPEB4,51.5
24,CPEB4,51.5
1,CPEB4,51.5
10,CPEB4,51.5
108,CPEB4,51.5
16,CPEB4,51.5
249,CPEB4,51.5
55,CPEB4,51.5
137,CPEB4,51.5
2,CPEB4,51.5
95,CPEB4,51.5
216,CPEB4,51.5
18,CPEB4,51.5
4,CPEB4,51.5
35,CPEB4,51.5
82,CPEB4,51.5
10,CPEB4,51.5
70,CPEB4,51.5
7,CPEB4,51.5
23,CPEB4,51.5
295,CPEB4,51.5
299,CPEB4,51.5
17,CPEB4,51.5
231,CPEB4,51.5
26,CPEB4,51.5
265,CPEB4,51.5
20,CPEB4,51.5
40,CPEB4,51.5
3,CPEB4,51.5
1,CPEB4,51.5
23,CPEB4,51.5
21,CPEB4,51.5
233,CPEB4,51.5
16,CPEB4,51.5
199,CPEB4,51.5
153,CPEB4,51.5
13,CPEB4,51.5
39,CPEB4,51.5
303,CPEB4,51.5
272,CPEB4,51.5
10,CPEB4,51.5
133,CPEB4,51.5
12,CPEB4,51.5
68,CPEB4,51.5
3,CPEB4,51.5
122,CPEB4,51.5
2,CPEB4,51.5
56,CPEB4,51.5
43,CPEB4,51.5
10,CPEB4,51.5
59,CPEB4,51.5
226,CPEB4,51.5
5,CPEB4,51.5
11,CPEB4,51.5
15,CPEB4,51.5
38,CPEB4,51.5
173,CPEB4,51.5
285,CPEB4,51.5
36,CPEB4,51.5
49,CPEB4,51.5
22,CPEB4,51.5
127,CPEB4,51.5
107,CPEB4,51.5
85,CPEB4,51.5
19,CPEB4,51.5
427,CPEB4,51.5
332,CPEB4,51.5
127,CPEB4,51.5
11,CPEB4,51.5
367,CPEB4,51.5
67,CPEB4,51.5
176,CPEB4,51.5
29,CPEB4,51.5
395,CPEB4,51.5
13,CPEB4,51.5
169,CPEB4,51.5
22,CPEB4,51.5
0,CPEB4,51.5
176,CPEB4,51.5
291,CPEB4,51.5
1,CPEB4,51.5
107,CPEB4,51.5
224,CPEB4,51.5
217,CPEB4,51.5
287,CPEB4,51.5
332,CPEB4,51.5
10,CPEB4,51.5
97,CPEB4,51.5
263,CPEB4,51.5
48,CPEB4,51.5
25,CPEB4,51.5
72,CPEB4,51.5
71,CPEB4,51.5
416,CPEB4,51.5
24,CPEB4,51.5
354,CPEB4,51.5
303,CPEB4,51.5
164,CPEB4,51.5
164,CPEB4,51.5
103,CPEB4,51.5
36,CPEB4,51.5
35,CPEB4,51.5
67,CPEB4,51.5
249,CPEB4,51.5
6,CPEB4,51.5
3,CPEB4,51.5
258,CPEB4,51.5
1,CPEB4,51.5
6,CPEB4,51.5
6,CPEB4,51.5
90,CPEB4,51.5
60,CPEB4,51.5
14,CPEB4,51.5
3,CPEB4,51.5
22,CPEB4,51.5
49,CPEB4,51.5
122,CPEB4,51.5
4,CPEB4,51.5
11,CPEB4,51.5
322,CPEB4,51.5
1,CPEB4,51.5
17,CPEB4,51.5
210,CPEB4,51.5
20,CPEB4,51.5
34,CPEB4,51.5
19,CPEB4,51.5
52,CPEB4,51.5
113,CPEB4,51.5
28,CPEB4,51.5
71,CPEB4,51.5
2,CPEB4,51.5
20,CPEB4,51.5
36,CPEB4,51.5
4,CPEB4,51.5
82,CPEB4,51.5
160,CPEB4,51.5
12,CPEB4,51.5
96,CPEB4,51.5
11,CPEB4,51.5
136,CPEB4,51.5
30,CPEB4,51.5
21,CPEB4,51.5
52,CPEB4,51.5
42,CPEB4,51.5
21,CPEB4,51.5
11,CPEB4,51.5
118,CPEB4,51.5
36,CPEB4,51.5
26,CPEB4,51.5
6,CPEB4,51.5
35,CPEB4,51.5
12,CPEB4,51.5
70,CPEB4,51.5
204,CPEB4,51.5
484,CPEB4,51.5
215,CPEB4,51.5
286,CPEB4,51.5
64,CPEB4,51.5
3,CPEB4,51.5
392,CPEB4,51.5
27,CPEB4,51.5
2,CPEB4,51.5
30,CPEB4,51.5
128,CPEB4,51.5
25,CPEB4,51.5
1,CPEB4,51.5
2,CPEB4,51.5
57,CPEB4,51.5
3,CPEB4,51.5
335,CPEB4,51.5
50,CPEB4,51.5
145,CPEB4,51.5
10,CPEB4,51.5
11,CPEB4,51.5
27,CPEB4,51.5
40,CPEB4,51.5
72,CPEB4,51.5
0,CPEB4,51.5
22,CPEB4,51.5
12,CPEB4,51.5
97,CPEB4,51.5
15,CPEB4,51.5
427,CPEB4,51.5
149,CPEB4,51.5
5,CPEB4,51.5
38,CPEB4,51.5
371,CPEB4,51.5
305,CPEB4,51.5
106,CPEB4,51.5
79,CPEB4,51.5
15,CPEB4,51.5
113,CPEB4,51.5
40,CPEB4,51.5
44,CPEB4,51.5
110,CPEB4,51.5
111,CPEB4,51.5
39,CPEB4,51.5
423,CPEB4,51.5
236,CPEB4,51.5
129,CPEB4,51.5
18,CPEB4,51.5
19,CPEB4,51.5
21,CPEB4,51.5
32,CPEB4,51.5
407,CPEB4,51.5
424,CPEB4,51.5
192,CPEB4,51.5
1,CPEB4,51.5
222,CPEB4,51.5
156,CPEB4,51.5
50,CPEB4,51.5
307,CPEB4,51.5
11,CPEB4,51.5
18,CPEB4,51.5
340,CPEB4,51.5
41,CPEB4,51.5
304,CPEB4,51.5
200,CPEB4,51.5
72,CPEB4,51.5
66,CPEB4,51.5
51,CPEB4,51.5
57,CPEB4,51.5
32,CPEB4,51.5
303,CPEB4,51.5
243,CPEB4,51.5
143,CPEB4,51.5
10,CPEB4,51.5
12,CPEB4,51.5
80,CPEB4,51.5
51,CPEB4,51.5
83,CPEB4,51.5
86,CPEB4,51.5
10,CPEB4,51.5
423,CPEB4,51.5
18,CPEB4,51.5
117,CPEB4,51.5
70,CPEB4,51.5
443,CPEB4,51.5
6,CPEB4,51.5
101,CPEB4,51.5
33,CPEB4,51.5
92,CPEB4,51.5
4,CPEB4,51.5
14,CPEB4,51.5
16,CPEB4,51.5
124,CPEB4,51.5
40,CPEB4,51.5
89,CPEB4,51.5
43,CPEB4,51.5
98,CPEB4,51.5
23,CPEB4,51.5
404,CPEB4,51.5
14,CPEB4,51.5
22,CPEB4,51.5
47,CPEB4,51.5
18,CPEB4,51.5
49,CPEB4,51.5
102,CPEB4,51.5
9,CPEB4,51.5
105,CPEB4,51.5
12,CPEB4,51.5
57,CPEB4,51.5
315,CPEB4,51.5
11,CPEB4,51.5
12,CPEB4,51.5
20,CPEB4,51.5
17,CPEB4,51.5
8,CPEB4,51.5
14,CPEB4,51.5
213,CPEB4,51.5
40,CPEB4,51.5
55,CPEB4,51.5
28,CPEB4,51.5
225,CPEB4,51.5
7,CPEB4,51.5
129,CPEB4,51.5
371,CPEB4,51.5
41,CPEB4,51.5
247,CPEB4,51.5
5,CPEB4,51.5
78,CPEB4,51.5
17,CPEB4,51.5
79,CPEB4,51.5
188,CPEB4,51.5
6,CPEB4,51.5
72,CPEB4,51.5
0,CPEB4,51.5
250,CPEB4,51.5
2,CPEB4,51.5
234,CPEB4,51.5
0,CPEB4,51.5
5,CPEB4,51.5
83,CPEB4,51.5
42,CPEB4,51.5
44,CPEB4,51.5
122,CPEB4,51.5
57,CPEB4,51.5
276,CPEB4,51.5
305,CPEB4,51.5
3,CPEB4,51.5
195,CPEB4,51.5
288,CPEB4,51.5
8,CPEB4,51.5
11,CPEB4,51.5
8,CPEB4,51.5
1,CPEB4,51.5
76,CPEB4,51.5
462,CPEB4,51.5
64,CPEB4,51.5
335,CPEB4,51.5
6,CPEB4,51.5
27,CPEB4,51.5
207,CPEB4,51.5
9,CPEB4,51.5
78,CPEB4,51.5
220,CPEB4,51.5
31,CPEB4,51.5
104,CPEB4,51.5
64,CPEB4,51.5
330,CPEB4,51.5
148,CPEB4,51.5
13,CPEB4,51.5
63,CPEB4,51.5
13,CPEB4,51.5
15,CPEB4,51.5
387,CPEB4,51.5
290,CPEB4,51.5
162,CPEB4,51.5
138,CPEB4,51.5
8,CPEB4,51.5
102,CPEB4,51.5
5,CPEB4,51.5
146,CPEB4,51.5
53,CPEB4,51.5
156,CPEB4,51.5
118,CPEB4,51.5
1,CPEB4,51.5
56,CPEB4,51.5
6,CPEB4,51.5
50,CPEB4,51.5
165,CPEB4,51.5
359,CPEB4,51.5
93,CPEB4,51.5
35,CPEB4,51.5
32,CPEB4,51.5
154,CPEB4,51.5
63,CPEB4,51.5
1,CPEB4,51.5
48,CPEB4,51.5
399,CPEB4,51.5
37,CPEB4,51.5
259,CPEB4,51.5
11,CPEB4,51.5
88,CPEB4,51.5
227,CPEB4,51.5
128,CPEB4,51.5
81,CPEB4,51.5
182,CPEB4,51.5
57,CPEB4,51.5
66,CPEB4,51.5
135,CPEB4,51.5
78,CPEB4,51.5
59,CPEB4,51.5
10,CPEB4,51.5
1,CPEB4,51.5
14,CPEB4,51.5
13,CPEB4,51.5
7,CPEB4,51.5
17,CPEB4,51.5
60,CPEB4,51.5
252,CPEB4,51.5
202,CPEB4,51.5
42,CPEB4,51.5
380,CPEB4,51.5
149,CPEB4,51.5
226,CPEB4,51.5
216,CPEB4,51.5
70,CPEB4,51.5
10,CPEB4,51.5
5,CPEB4,51.5
31,CPEB4,51.5
60,CPEB4,51.5
371,CPEB4,51.5
4,CPEB4,51.5
30,CPEB4,51.5
250,CPEB4,51.5
0,CPEB4,51.5
286,CPEB4,51.5
28,CPEB4,51.5
102,CPEB4,51.5
121,CPEB4,51.5
18,CPEB4,51.5
99,CPEB4,51.5
26,CPEB4,51.5
28,CPEB4,51.5
189,CPEB4,51.5
60,CPEB4,51.5
0,CPEB4,51.5
20,CPEB4,51.5
4,CPEB4,51.5
20,CPEB4,51.5
11,CPEB4,51.5
60,CPEB4,51.5
4,CPEB4,51.5
0,CPEB4,51.5
36,CPEB4,51.5
464,CPEB4,51.5
136,CPEB4,51.5
112,CPEB4,51.5
16,CPEB4,51.5
39,CPEB4,51.5
17,CPEB4,51.5
49,CPEB4,51.5
8,CPEB4,51.5
74,CPEB4,51.5
53,CPEB4,51.5
9,CPEB4,51.5
18,CPEB4,51.5
217,CPEB4,51.5
430,CPEB4,51.5
358,CPEB4,51.5
167,CPEB4,51.5
167,CPEB4,51.5
153,CPEB4,51.5
103,CPEB4,51.5
0,CPEB4,51.5
4,CPEB4,51.5
371,CPEB4,51.5
223,CPEB4,51.5
96,CPEB4,51.5
13,CPEB4,51.5
54,CPEB4,51.5
36,CPEB4,51.5
14,CPEB4,51.5
177,CPEB4,51.5
5,CPEB4,51.5
109,CPEB4,51.5
14,CPEB4,51.5
15,CPEB4,51.5
8,CPEB4,51.5
123,CPEB4,51.5
59,CPEB4,51.5
6,CPEB4,51.5
135,CPEB4,51.5
6,CPEB4,51.5
393,CPEB4,51.5
174,CPEB4,51.5
6,CPEB4,51.5
62,CPEB4,51.5
88,CPEB4,51.5
238,CPEB4,51.5
101,CPEB4,51.5
7,CPEB4,51.5
249,CPEB4,51.5
132,CPEB4,51.5
30,CPEB4,51.5
107,CPEB4,51.5
17,CPEB4,51.5
263,CPEB4,51.5
63,CPEB4,51.5
5,CPEB4,51.5
79,CPEB4,51.5
20,CPEB4,51.5
1,CPEB4,51.5
0,CPEB4,51.5
301,CPEB4,51.5
17,CPEB4,51.5
207,CPEB4,51.5
50,CPEB4,51.5
459,CPEB4,51.5
397,CPEB4,51.5
143,CPEB4,51.5
40,CPEB4,51.5
19,CPEB4,51.5
10,CPEB4,51.5
15,CPEB4,51.5
16,CPEB4,51.5
33,CPEB4,51.5
27,CPEB4,51.5
55,CPEB4,51.5
14,CPEB4,51.5
50,CPEB4,51.5
273,CPEB4,51.5
297,CPEB4,51.5
17,CPEB4,51.5
334,CPEB4,51.5
247,CPEB4,51.5
89,CPEB4,51.5
53,CPEB4,51.5
38,CPEB4,51.5
350,CPEB4,51.5
269,CPEB4,51.5
157,CPEB4,51.5
148,CPEB4,51.5
23,CPEB4,51.5
44,CPEB4,51.5
69,CPEB4,51.5
253,CPEB4,51.5
4,CPEB4,51.5
77,CPEB4,51.5
42,CPEB4,51.5
288,CPEB4,51.5
15,CPEB4,51.5
11,CPEB4,51.5
104,CPEB4,51.5
34,CPEB4,51.5
18,CPEB4,51.5
50,CPEB4,51.5
64,CPEB4,51.5
238,CPEB4,51.5
21,CPEB4,51.5
313,CPEB4,51.5
16,CPEB4,51.5
21,CPEB4,51.5
4,CPEB4,51.5
9,CPEB4,51.5
0,CPEB4,51.5
15,CPEB4,51.5
333,CPEB4,51.5
399,CPEB4,51.5
10,CPEB4,51.5
22,CPEB4,51.5
29,CPEB4,51.5
4,CPEB4,51.5
122,CPEB4,51.5
3,CPEB4,51.5
6,CPEB4,51.5
37,CPEB4,51.5
18,CPEB4,51.5
15,CPEB4,51.5
274,CPEB4,51.5
15,CPEB4,51.5
194,CPEB4,51.5
28,CPEB4,51.5
32,CPEB4,51.5
134,CPEB4,51.5
12,CPEB4,51.5
28,CPEB4,51.5
401,CPEB4,51.5
64,CPEB4,51.5
28,CPEB4,51.5
34,CPEB4,51.5
18,CPEB4,51.5
23,CPEB4,51.5
11,CPEB4,51.5
16,CPEB4,51.5
6,CPEB4,51.5
26,CPEB4,51.5
167,CPEB4,51.5
11,CPEB4,51.5
85,CPEB4,51.5
55,CPEB4,51.5
300,CPEB4,51.5
11,CPEB4,51.5
5,CPEB4,51.5
68,CPEB4,51.5
1,CPEB4,51.5
16,CPEB4,51.5
6,CPEB4,51.5
39,CPEB4,51.5
457,CPEB4,51.5
315,CPEB4,51.5
118,CPEB4,51.5
14,CPEB4,51.5
11,CPEB4,51.5
380,CPEB4,51.5
0,CPEB4,51.5
57,CPEB4,51.5
169,CPEB4,51.5
38,CPEB4,51.5
47,CPEB4,51.5
18,CPEB4,51.5
31,CPEB4,51.5
27,CPEB4,51.5
11,CPEB4,51.5
15,CPEB4,51.5
19,CPEB4,51.5
9,CPEB4,51.5
15,CPEB4,51.5
64,CPEB4,51.5
38,CPEB4,51.5
18,CPEB4,51.5
14,CPEB4,51.5
28,CPEB4,51.5
4,CPEB4,51.5
0,CPEB4,51.5
10,CPEB4,51.5
42,CPEB4,51.5
8,CPEB4,51.5
7,CPEB4,51.5
12,CPEB4,51.5
76,CPEB4,51.5
225,CPEB4,51.5
1,CPEB4,51.5
3,CPEB4,51.5
165,CPEB4,51.5
54,CPEB4,51.5
11,CPEB4,51.5
265,CPEB4,51.5
133,CPEB4,51.5
59,CPEB4,51.5
134,CPEB4,51.5
452,CPEB4,51.5
11,CPEB4,51.5
5,CPEB4,51.5
34,CPEB4,51.5
88,CPEB4,51.5
247,CPEB4,51.5
48,CPEB4,51.5
319,CPEB4,51.5
6,CPEB4,51.5
13,CPEB4,51.5
140,CPEB4,51.5
32,CPEB4,51.5
61,CPEB4,51.5
60,CPEB4,51.5
264,CPEB4,51.5
105,CPEB4,51.5
19,CPEB4,51.5
23,CPEB4,51.5
13,CPEB4,51.5
148,CPEB4,51.5
28,CPEB4,51.5
11,CPEB4,51.5
213,CPEB4,51.5
54,CPEB4,51.5
115,CPEB4,51.5
31,CPEB4,51.5
332,CPEB4,51.5
5,CPEB4,51.5
71,CPEB4,51.5
344,CPEB4,51.5
100,CPEB4,51.5
412,CPEB4,51.5
135,CPEB4,51.5
16,CPEB4,51.5
25,CPEB4,51.5
27,CPEB4,51.5
15,CPEB4,51.5
140,CPEB4,51.5
97,CPEB4,51.5
41,CPEB4,51.5
14,CPEB4,51.5
114,CPEB4,51.5
9,CPEB4,51.5
27,CPEB4,51.5
17,CPEB4,51.5
269,CPEB4,51.5
159,CPEB4,51.5
40,CPEB4,51.5
237,CPEB4,51.5
106,CPEB4,51.5
317,CPEB4,51.5
95,CPEB4,51.5
26,CPEB4,51.5
18,CPEB4,51.5
171,CPEB4,51.5
295,CPEB4,51.5
25,CPEB4,51.5
150,CPEB4,51.5
26,CPEB4,51.5
25,CPEB4,51.5
79,CPEB4,51.5
250,CPEB4,51.5
95,CPEB4,51.5
0,CPEB4,51.5
242,CPEB4,51.5
161,CPEB4,51.5
17,CPEB4,51.5
338,CPEB4,51.5
314,CPEB4,51.5
201,CPEB4,51.5
18,CPEB4,51.5
23,CPEB4,51.5
16,CPEB4,51.5
292,CPEB4,51.5
17,CPEB4,51.5
15,CPEB4,51.5
16,CPEB4,51.5
91,CPEB4,51.5
1,CPEB4,51.5
35,CPEB4,51.5
30,CPEB4,51.5
22,CPEB4,51.5
10,CPEB4,51.5
305,CPEB4,51.5
235,CPEB4,51.5
11,CPEB4,51.5
376,CPEB4,51.5
83,CPEB4,51.5
19,CPEB4,51.5
52,CPEB4,51.5
163,CPEB4,51.5
9,CPEB4,51.5
164,CPEB4,51.5
37,CPEB4,51.5
260,CPEB4,51.5
39,CPEB4,51.5
185,CPEB4,51.5
17,CPEB4,51.5
67,CPEB4,51.5
11,CPEB4,51.5
12,CPEB4,51.5
351,CPEB4,51.5
295,CPEB4,51.5
13,CPEB4,51.5
121,CPEB4,51.5
233,CPEB4,51.5
79,CPEB4,51.5
115,CPEB4,51.5
13,CPEB4,51.5
29,CPEB4,51.5
42,CPEB4,51.5
349,CPEB4,51.5
204,CPEB4,51.5
138,CPEB4,51.5
68,CPEB4,51.5
36,CPEB4,51.5
64,CPEB4,51.5
26,CPEB4,51.5
21,CPEB4,51.5
303,CPEB4,51.5
244,CPEB4,51.5
178,CPEB4,51.5
41,CPEB4,51.5
89,CPEB4,51.5
25,CPEB4,51.5
76,CPEB4,51.5
264,CPEB4,51.5
214,CPEB4,51.5
304,CPEB4,51.5
142,CPEB4,51.5
91,CPEB4,51.5
15,CPEB4,51.5
52,CPEB4,51.5
14,CPEB4,51.5
44,CPEB4,51.5
9,CPEB4,51.5
2,CPEB4,51.5
122,CPEB4,51.5
16,CPEB4,51.5
167,CPEB4,51.5
41,CPEB4,51.5
215,CPEB4,51.5
8,CPEB4,51.5
60,CPEB4,51.5
0,CPEB4,51.5
114,CPEB4,51.5
6,CPEB4,51.5
2,CPEB4,51.5
69,CPEB4,51.5
19,CPEB4,51.5
34,CPEB4,51.5
118,CPEB4,51.5
33,CPEB4,51.5
40,CPEB4,51.5
440,CPEB4,51.5
30,CPEB4,51.5
170,CPEB4,51.5
160,CPEB4,51.5
141,CPEB4,51.5
242,CPEB4,51.5
176,CPEB4,51.5
194,CPEB4,51.5
23,CPEB4,51.5
123,CPEB4,51.5
45,CPEB4,51.5
13,CPEB4,51.5
47,CPEB4,51.5
25,CPEB4,51.5
14,CPEB4,51.5
4,CPEB4,51.5
4,CPEB4,51.5
132,CPEB4,51.5
51,CPEB4,51.5
7,CPEB4,51.5
25,CPEB4,51.5
138,CPEB4,51.5
193,CPEB4,51.5
61,CPEB4,51.5
226,CPEB4,51.5
244,CPEB4,51.5
192,CPEB4,51.5
19,CPEB4,51.5
23,CPEB4,51.5
18,CPEB4,51.5
375,CPEB4,51.5
203,CPEB4,51.5
13,CPEB4,51.5
205,CPEB4,51.5
111,CPEB4,51.5
2,CPEB4,51.5
183,CPEB4,51.5
18,CPEB4,51.5
19,CPEB4,51.5
1,CPEB4,51.5
17,CPEB4,51.5
274,CPEB4,51.5
13,CPEB4,51.5
69,CPEB4,51.5
2,CPEB4,51.5
7,CPEB4,51.5
102,CPEB4,51.5
16,CPEB4,51.5
20,CPEB4,51.5
3,CPEB4,51.5
3,CPEB4,51.5
59,CPEB4,51.5
131,CPEB4,51.5
20,CPEB4,51.5
27,CPEB4,51.5
10,CPEB4,51.5
178,CPEB4,51.5
0,CPEB4,51.5
20,CPEB4,51.5
0,CPEB4,51.5
29,CPEB4,51.5
22,CPEB4,51.5
46,CPEB4,51.5
166,CPEB4,51.5
340,CPEB4,51.5
32,CPEB4,51.5
80,CPEB4,51.5
26,CPEB4,51.5
388,CPEB4,51.5
18,CPEB4,51.5
88,CPEB4,51.5
16,CPEB4,51.5
16,CPEB4,51.5
467,CPEB4,51.5
346,CPEB4,51.5
23,CPEB4,51.5
169,CPEB4,51.5
81,CPEB4,51.5
269,CPEB4,51.5
183,CPEB4,51.5
131,CPEB4,51.5
216,CPEB4,51.5
101,CPEB4,51.5
22,CPEB4,51.5
404,CPEB4,51.5
4,CPEB4,51.5
128,CPEB4,51.5
105,CPEB4,51.5
10,CPEB4,51.5
186,CPEB4,51.5
60,CPEB4,51.5
325,CPEB4,51.5
235,CPEB4,51.5
4,CPEB4,51.5
69,CPEB4,51.5
24,CPEB4,51.5
22,CPEB4,51.5
153,CPEB4,51.5
12,CPEB4,51.5
17,CPEB4,51.5
0,CPEB4,51.5
4,CPEB4,51.5
0,CPEB4,51.5
83,CPEB4,51.5
19,CPEB4,51.5
4,CPEB4,51.5
402,CPEB4,51.5
112,EIF4A3,223.5
228,EIF4A3,223.5
321,EIF4A3,223.5
443,EIF4A3,223.5
147,EIF4A3,223.5
42,EIF4A3,223.5
26,EIF4A3,223.5
321,EIF4A3,223.5
331,EIF4A3,223.5
196,EIF4A3,223.5
224,EIF4A3,223.5
131,EIF4A3,223.5
168,EIF4A3,223.5
241,EIF4A3,223.5
282,EIF4A3,223.5
276,EIF4A3,223.5
152,EIF4A3,223.5
254,EIF4A3,223.5
419,EIF4A3,223.5
297,EIF4A3,223.5
142,EIF4A3,223.5
247,EIF4A3,223.5
381,EIF4A3,223.5
103,EIF4A3,223.5
150,EIF4A3,223.5
172,EIF4A3,223.5
46,EIF4A3,223.5
396,EIF4A3,223.5
337,EIF4A3,223.5
373,EIF4A3,223.5
439,EIF4A3,223.5
80,EIF4A3,223.5
187,EIF4A3,223.5
340,EIF4A3,223.5
171,EIF4A3,223.5
298,EIF4A3,223.5
252,EIF4A3,223.5
207,EIF4A3,223.5
112,EIF4A3,223.5
342,EIF4A3,223.5
178,EIF4A3,223.5
137,EIF4A3,223.5
180,EIF4A3,223.5
239,EIF4A3,223.5
357,EIF4A3,223.5
125,EIF4A3,223.5
289,EIF4A3,223.5
323,EIF4A3,223.5
404,EIF4A3,223.5
107,EIF4A3,223.5
108,EIF4A3,223.5
2,EIF4A3,223.5
201,EIF4A3,223.5
96,EIF4A3,223.5
121,EIF4A3,223.5
113,EIF4A3,223.5
380,EIF4A3,223.5
145,EIF4A3,223.5
405,EIF4A3,223.5
63,EIF4A3,223.5
52,EIF4A3,223.5
333,EIF4A3,223.5
394,EIF4A3,223.5
