Distance,RBP,MedianDistanceToPABP
316,AGO,143
244,AGO,143
216,AGO,143
373,AGO,143
19,AGO,143
129,AGO,143
16,AGO,143
168,AGO,143
80,AGO,143
19,AGO,143
369,AGO,143
170,AGO,143
151,AGO,143
173,AGO,143
82,AGO,143
41,AGO,143
331,AGO,143
68,AGO,143
79,AGO,143
9,AGO,143
113,AGO,143
280,AGO,143
404,AGO,143
138,AGO,143
33,AGO,143
146,AGO,143
97,AGO,143
102,AGO,143
258,AGO,143
169,AGO,143
16,AGO,143
181,AGO,143
345,AGO,143
193,AGO,143
49,AGO,143
340,AGO,143
181,AGO,143
210,AGO,143
74,AGO,143
162,AGO,143
455,AGO,143
42,AGO,143
95,AGO,143
89,AGO,143
470,AGO,143
224,AGO,143
101,AGO,143
183,AGO,143
331,AGO,143
36,AGO,143
171,AGO,143
92,AGO,143
178,AGO,143
102,AGO,143
247,AGO,143
112,AGO,143
216,AGO,143
451,AGO,143
341,AGO,143
120,AGO,143
101,AGO,143
64,AGO,143
91,AGO,143
401,AGO,143
60,AGO,143
280,AGO,143
122,AGO,143
448,AGO,143
260,AGO,143
1,AGO,143
260,AGO,143
74,AGO,143
1,AGO,143
5,AGO,143
39,AGO,143
236,AGO,143
120,AGO,143
30,AGO,143
117,AGO,143
284,AGO,143
0,AGO,143
211,AGO,143
3,AGO,143
139,AGO,143
264,AGO,143
33,AGO,143
116,AGO,143
455,AGO,143
187,AGO,143
2,AGO,143
386,AGO,143
284,AGO,143
228,AGO,143
124,AGO,143
73,AGO,143
113,AGO,143
22,AGO,143
22,AGO,143
258,AGO,143
481,AGO,143
17,AGO,143
215,AGO,143
8,AGO,143
426,AGO,143
402,AGO,143
253,AGO,143
49,AGO,143
305,AGO,143
208,AGO,143
71,AGO,143
20,AGO,143
351,AGO,143
12,AGO,143
202,AGO,143
74,AGO,143
206,AGO,143
71,AGO,143
0,AGO,143
296,AGO,143
131,AGO,143
70,AGO,143
159,AGO,143
31,AGO,143
132,AGO,143
75,AGO,143
202,AGO,143
228,AGO,143
440,AGO,143
159,AGO,143
132,AGO,143
175,AGO,143
98,AGO,143
214,AGO,143
294,AGO,143
254,AGO,143
182,AGO,143
114,AGO,143
7,AGO,143
5,AGO,143
52,AGO,143
64,AGO,143
88,AGO,143
147,AGO,143
169,AGO,143
141,AGO,143
38,AGO,143
247,AGO,143
35,AGO,143
56,AGO,143
108,AGO,143
431,AGO,143
70,AGO,143
122,AGO,143
379,AGO,143
366,AGO,143
22,AGO,143
366,AGO,143
71,AGO,143
409,AGO,143
167,AGO,143
14,AGO,143
18,AGO,143
292,AGO,143
315,AGO,143
196,AGO,143
51,AGO,143
220,AGO,143
177,AGO,143
137,AGO,143
419,AGO,143
57,AGO,143
456,AGO,143
178,AGO,143
86,AGO,143
204,AGO,143
276,AGO,143
52,AGO,143
264,AGO,143
54,AGO,143
189,AGO,143
75,AGO,143
21,AGO,143
156,AGO,143
253,AGO,143
111,AGO,143
58,AGO,143
389,AGO,143
92,AGO,143
138,AGO,143
351,AGO,143
44,AGO,143
142,AGO,143
158,AGO,143
210,AGO,143
329,AGO,143
223,AGO,143
155,AGO,143
420,AGO,143
230,AGO,143
103,AGO,143
95,AGO,143
71,AGO,143
446,AGO,143
378,AGO,143
63,AGO,143
130,AGO,143
203,AGO,143
58,AGO,143
116,AGO,143
89,AGO,143
123,AGO,143
196,AGO,143
16,AGO,143
198,AGO,143
90,AGO,143
374,AGO,143
303,AGO,143
28,AGO,143
4,AGO,143
5,AGO,143
54,AGO,143
212,AGO,143
89,AGO,143
121,AGO,143
2,AGO,143
0,AGO,143
166,AGO,143
64,AGO,143
219,AGO,143
249,AGO,143
159,AGO,143
24,AGO,143
374,AGO,143
91,AGO,143
227,AGO,143
111,AGO,143
98,AGO,143
162,AGO,143
7,AGO,143
45,AGO,143
441,AGO,143
452,AGO,143
82,AGO,143
134,AGO,143
362,AGO,143
98,AGO,143
439,AGO,143
164,AGO,143
26,AGO,143
66,AGO,143
6,AGO,143
415,AGO,143
431,AGO,143
43,AGO,143
201,AGO,143
24,AGO,143
192,AGO,143
272,AGO,143
373,AGO,143
256,AGO,143
199,AGO,143
61,AGO,143
182,AGO,143
110,AGO,143
85,AGO,143
122,AGO,143
43,AGO,143
446,AGO,143
297,AGO,143
125,AGO,143
406,AGO,143
261,AGO,143
129,AGO,143
7,AGO,143
261,AGO,143
32,AGO,143
124,AGO,143
96,AGO,143
71,AGO,143
294,AGO,143
195,AGO,143
206,AGO,143
423,AGO,143
97,AGO,143
58,AGO,143
58,AGO,143
459,AGO,143
423,AGO,143
311,AGO,143
91,AGO,143
28,AGO,143
104,AGO,143
241,AGO,143
304,AGO,143
147,AGO,143
8,AGO,143
160,AGO,143
342,AGO,143
264,AGO,143
226,AGO,143
222,AGO,143
58,AGO,143
314,AGO,143
339,AGO,143
182,AGO,143
63,AGO,143
73,AGO,143
68,AGO,143
375,AGO,143
121,AGO,143
365,AGO,143
477,AGO,143
168,AGO,143
38,AGO,143
56,AGO,143
15,AGO,143
31,AGO,143
287,AGO,143
188,AGO,143
185,AGO,143
311,AGO,143
135,AGO,143
190,AGO,143
167,AGO,143
173,AGO,143
132,AGO,143
222,AGO,143
196,AGO,143
23,AGO,143
154,AGO,143
64,AGO,143
390,AGO,143
216,AGO,143
127,AGO,143
10,AGO,143
467,AGO,143
404,AGO,143
218,AGO,143
21,AGO,143
113,AGO,143
170,AGO,143
400,AGO,143
11,AGO,143
460,AGO,143
74,AGO,143
112,AGO,143
55,AGO,143
35,AGO,143
229,AGO,143
29,AGO,143
243,AGO,143
219,AGO,143
460,AGO,143
394,AGO,143
54,AGO,143
387,AGO,143
287,AGO,143
196,AGO,143
123,AGO,143
12,AGO,143
87,AGO,143
355,AGO,143
79,AGO,143
206,AGO,143
162,AGO,143
184,AGO,143
224,AGO,143
86,AGO,143
449,AGO,143
136,AGO,143
23,AGO,143
272,AGO,143
259,AGO,143
232,AGO,143
95,AGO,143
471,AGO,143
339,AGO,143
86,AGO,143
456,AGO,143
7,AGO,143
99,AGO,143
221,AGO,143
66,AGO,143
2,AGO,143
25,AGO,143
179,AGO,143
85,AGO,143
64,AGO,143
371,AGO,143
268,AGO,143
58,AGO,143
146,AGO,143
27,AGO,143
6,AGO,143
90,AGO,143
152,AGO,143
225,AGO,143
275,AGO,143
328,AGO,143
370,AGO,143
300,AGO,143
189,AGO,143
91,AGO,143
1,AGO,143
178,AGO,143
188,AGO,143
1,AGO,143
207,AGO,143
439,AGO,143
118,AGO,143
247,AGO,143
76,AGO,143
256,AGO,143
215,AGO,143
339,AGO,143
129,AGO,143
160,AGO,143
131,AGO,143
24,AGO,143
372,AGO,143
205,AGO,143
11,AGO,143
373,AGO,143
300,AGO,143
185,AGO,143
92,AGO,143
299,AGO,143
380,AGO,143
19,AGO,143
306,AGO,143
246,AGO,143
26,AGO,143
210,AGO,143
391,AGO,143
10,AGO,143
209,AGO,143
286,AGO,143
148,AGO,143
38,AGO,143
272,AGO,143
224,AGO,143
164,AGO,143
61,AGO,143
93,AGO,143
177,AGO,143
264,AGO,143
51,AGO,143
13,AGO,143
384,AGO,143
338,AGO,143
180,AGO,143
24,AGO,143
427,AGO,143
229,AGO,143
437,AGO,143
39,AGO,143
19,AGO,143
204,AGO,143
151,AGO,143
112,AGO,143
413,AGO,143
135,AGO,143
273,AGO,143
122,AGO,143
176,AGO,143
102,AGO,143
155,AGO,143
112,AGO,143
297,AGO,143
41,AGO,143
264,AGO,143
138,AGO,143
159,AGO,143
277,AGO,143
381,AGO,143
197,AGO,143
6,AGO,143
8,AGO,143
97,AGO,143
351,AGO,143
396,AGO,143
309,AGO,143
22,AGO,143
372,AGO,143
330,AGO,143
258,AGO,143
161,AGO,143
72,AGO,143
153,AGO,143
214,AGO,143
80,AGO,143
82,AGO,143
38,AGO,143
75,AGO,143
29,AGO,143
278,AGO,143
140,AGO,143
450,AGO,143
144,AGO,143
59,AGO,143
132,AGO,143
427,AGO,143
218,AGO,143
40,AGO,143
67,AGO,143
377,AGO,143
270,AGO,143
72,AGO,143
31,AGO,143
81,AGO,143
56,AGO,143
399,AGO,143
236,AGO,143
103,AGO,143
84,AGO,143
259,AGO,143
231,AGO,143
181,AGO,143
145,AGO,143
397,AGO,143
234,AGO,143
6,AGO,143
325,AGO,143
26,AGO,143
316,AGO,143
51,AGO,143
404,AGO,143
168,AGO,143
201,AGO,143
210,AGO,143
185,AGO,143
145,AGO,143
309,AGO,143
185,AGO,143
42,AGO,143
220,AGO,143
53,AGO,143
279,AGO,143
30,AGO,143
147,AGO,143
260,AGO,143
223,AGO,143
73,AGO,143
109,AGO,143
6,AGO,143
89,AGO,143
14,AGO,143
77,AGO,143
270,AGO,143
188,AGO,143
12,AGO,143
87,AGO,143
1,AGO,143
0,AGO,143
8,AGO,143
462,AGO,143
48,AGO,143
318,AGO,143
269,AGO,143
138,AGO,143
19,AGO,143
137,AGO,143
289,AGO,143
92,AGO,143
70,AGO,143
168,AGO,143
10,AGO,143
122,AGO,143
168,AGO,143
302,AGO,143
69,AGO,143
238,AGO,143
326,AGO,143
185,AGO,143
153,AGO,143
184,AGO,143
41,AGO,143
468,AGO,143
270,AGO,143
141,AGO,143
462,AGO,143
42,AGO,143
266,AGO,143
183,AGO,143
114,AGO,143
318,AGO,143
20,AGO,143
467,AGO,143
391,AGO,143
140,AGO,143
48,AGO,143
322,AGO,143
333,AGO,143
200,AGO,143
143,AGO,143
15,AGO,143
464,AGO,143
240,AGO,143
72,AGO,143
186,AGO,143
75,AGO,143
179,AGO,143
10,AGO,143
22,AGO,143
233,AGO,143
453,AGO,143
304,AGO,143
44,AGO,143
19,AGO,143
13,AGO,143
323,AGO,143
443,AGO,143
286,AGO,143
219,AGO,143
10,AGO,143
26,AGO,143
274,AGO,143
393,AGO,143
201,AGO,143
86,AGO,143
248,AGO,143
123,AGO,143
112,AGO,143
120,AGO,143
313,AGO,143
231,AGO,143
52,AGO,143
227,AGO,143
392,AGO,143
94,AGO,143
353,AGO,143
11,AGO,143
182,AGO,143
7,AGO,143
142,AGO,143
459,AGO,143
219,AGO,143
95,AGO,143
263,AGO,143
210,AGO,143
360,AGO,143
160,AGO,143
290,AGO,143
171,AGO,143
252,AGO,143
156,AGO,143
73,AGO,143
1,AGO,143
337,AGO,143
364,AGO,143
34,AGO,143
73,AGO,143
200,AGO,143
89,AGO,143
217,AGO,143
225,AGO,143
62,AGO,143
474,AGO,143
94,AGO,143
57,AGO,143
90,AGO,143
13,AGO,143
139,AGO,143
187,AGO,143
415,AGO,143
119,AGO,143
39,AGO,143
177,AGO,143
219,AGO,143
78,AGO,143
248,AGO,143
116,AGO,143
430,AGO,143
194,AGO,143
121,AGO,143
10,AGO,143
166,AGO,143
329,AGO,143
48,AGO,143
10,AGO,143
5,AGO,143
17,AGO,143
0,AGO,143
49,AGO,143
19,AGO,143
414,AGO,143
405,AGO,143
328,AGO,143
4,AGO,143
277,AGO,143
176,AGO,143
88,AGO,143
140,AGO,143
121,AGO,143
456,AGO,143
368,AGO,143
78,AGO,143
25,AGO,143
427,AGO,143
125,AGO,143
102,AGO,143
225,AGO,143
16,AGO,143
12,AGO,143
62,AGO,143
29,AGO,143
161,AGO,143
346,AGO,143
214,AGO,143
140,AGO,143
175,AGO,143
213,AGO,143
19,AGO,143
321,AGO,143
201,AGO,143
343,AGO,143
274,AGO,143
36,AGO,143
390,AGO,143
371,AGO,143
108,AGO,143
43,AGO,143
196,AGO,143
246,AGO,143
55,AGO,143
93,AGO,143
33,AGO,143
77,AGO,143
168,AGO,143
30,AGO,143
11,AGO,143
6,AGO,143
6,AGO,143
54,AGO,143
204,AGO,143
119,AGO,143
9,AGO,143
50,AGO,143
107,AGO,143
429,AGO,143
153,AGO,143
99,AGO,143
107,AGO,143
20,AGO,143
336,AGO,143
35,AGO,143
76,AGO,143
25,AGO,143
218,AGO,143
174,AGO,143
143,AGO,143
104,AGO,143
16,AGO,143
27,AGO,143
196,AGO,143
43,AGO,143
15,AGO,143
464,AGO,143
46,AGO,143
447,AGO,143
377,AGO,143
233,AGO,143
108,AGO,143
386,AGO,143
156,AGO,143
358,AGO,143
136,AGO,143
31,AGO,143
113,AGO,143
33,AGO,143
2,AGO,143
382,AGO,143
208,AGO,143
237,AGO,143
35,AGO,143
37,AGO,143
14,AGO,143
9,AGO,143
35,AGO,143
22,AGO,143
55,AGO,143
54,AGO,143
19,AGO,143
154,AGO,143
84,AGO,143
1,AGO,143
229,AGO,143
62,AGO,143
211,AGO,143
12,AGO,143
163,CPEB4,51.5
84,CPEB4,51.5
42,CPEB4,51.5
292,CPEB4,51.5
47,CPEB4,51.5
397,CPEB4,51.5
319,CPEB4,51.5
62,CPEB4,51.5
16,CPEB4,51.5
33,CPEB4,51.5
6,CPEB4,51.5
22,CPEB4,51.5
109,CPEB4,51.5
55,CPEB4,51.5
38,CPEB4,51.5
19,CPEB4,51.5
9,CPEB4,51.5
153,CPEB4,51.5
23,CPEB4,51.5
143,CPEB4,51.5
60,CPEB4,51.5
197,CPEB4,51.5
128,CPEB4,51.5
43,CPEB4,51.5
16,CPEB4,51.5
16,CPEB4,51.5
72,CPEB4,51.5
10,CPEB4,51.5
426,CPEB4,51.5
321,CPEB4,51.5
214,CPEB4,51.5
127,CPEB4,51.5
99,CPEB4,51.5
69,CPEB4,51.5
33,CPEB4,51.5
11,CPEB4,51.5
182,CPEB4,51.5
49,CPEB4,51.5
2,CPEB4,51.5
40,CPEB4,51.5
124,CPEB4,51.5
44,CPEB4,51.5
263,CPEB4,51.5
6,CPEB4,51.5
423,CPEB4,51.5
19,CPEB4,51.5
257,CPEB4,51.5
0,CPEB4,51.5
11,CPEB4,51.5
392,CPEB4,51.5
15,CPEB4,51.5
185,CPEB4,51.5
4,CPEB4,51.5
28,CPEB4,51.5
302,CPEB4,51.5
26,CPEB4,51.5
5,CPEB4,51.5
20,CPEB4,51.5
66,CPEB4,51.5
120,CPEB4,51.5
11,CPEB4,51.5
415,CPEB4,51.5
314,CPEB4,51.5
17,CPEB4,51.5
15,CPEB4,51.5
34,CPEB4,51.5
132,CPEB4,51.5
106,CPEB4,51.5
16,CPEB4,51.5
101,CPEB4,51.5
20,CPEB4,51.5
180,CPEB4,51.5
18,CPEB4,51.5
90,CPEB4,51.5
19,CPEB4,51.5
25,CPEB4,51.5
28,CPEB4,51.5
55,CPEB4,51.5
14,CPEB4,51.5
20,CPEB4,51.5
29,CPEB4,51.5
28,CPEB4,51.5
239,CPEB4,51.5
61,CPEB4,51.5
41,CPEB4,51.5
271,CPEB4,51.5
59,CPEB4,51.5
31,CPEB4,51.5
13,CPEB4,51.5
5,CPEB4,51.5
102,CPEB4,51.5
9,CPEB4,51.5
260,CPEB4,51.5
12,CPEB4,51.5
50,CPEB4,51.5
118,CPEB4,51.5
26,CPEB4,51.5
188,CPEB4,51.5
115,CPEB4,51.5
27,CPEB4,51.5
11,CPEB4,51.5
46,CPEB4,51.5
326,CPEB4,51.5
300,CPEB4,51.5
188,CPEB4,51.5
2,CPEB4,51.5
163,CPEB4,51.5
125,CPEB4,51.5
77,CPEB4,51.5
395,CPEB4,51.5
4,CPEB4,51.5
184,CPEB4,51.5
15,CPEB4,51.5
38,CPEB4,51.5
21,CPEB4,51.5
28,CPEB4,51.5
8,CPEB4,51.5
62,CPEB4,51.5
382,CPEB4,51.5
4,CPEB4,51.5
26,CPEB4,51.5
16,CPEB4,51.5
40,CPEB4,51.5
5,CPEB4,51.5
4,CPEB4,51.5
199,CPEB4,51.5
362,CPEB4,51.5
171,CPEB4,51.5
17,CPEB4,51.5
19,CPEB4,51.5
24,CPEB4,51.5
6,CPEB4,51.5
105,CPEB4,51.5
35,CPEB4,51.5
6,CPEB4,51.5
1,CPEB4,51.5
56,CPEB4,51.5
355,CPEB4,51.5
169,CPEB4,51.5
12,CPEB4,51.5
13,CPEB4,51.5
17,CPEB4,51.5
250,CPEB4,51.5
52,CPEB4,51.5
13,CPEB4,51.5
237,CPEB4,51.5
177,CPEB4,51.5
7,CPEB4,51.5
225,CPEB4,51.5
382,CPEB4,51.5
69,CPEB4,51.5
4,CPEB4,51.5
95,CPEB4,51.5
8,CPEB4,51.5
3,CPEB4,51.5
100,CPEB4,51.5
13,CPEB4,51.5
2,CPEB4,51.5
0,CPEB4,51.5
1,CPEB4,51.5
93,CPEB4,51.5
32,CPEB4,51.5
6,CPEB4,51.5
419,CPEB4,51.5
39,CPEB4,51.5
96,CPEB4,51.5
15,CPEB4,51.5
102,CPEB4,51.5
22,CPEB4,51.5
16,CPEB4,51.5
21,CPEB4,51.5
220,CPEB4,51.5
11,CPEB4,51.5
131,CPEB4,51.5
35,CPEB4,51.5
367,CPEB4,51.5
130,CPEB4,51.5
19,CPEB4,51.5
122,CPEB4,51.5
19,CPEB4,51.5
429,CPEB4,51.5
289,CPEB4,51.5
216,CPEB4,51.5
142,CPEB4,51.5
1,CPEB4,51.5
45,CPEB4,51.5
335,CPEB4,51.5
224,CPEB4,51.5
207,CPEB4,51.5
36,CPEB4,51.5
73,CPEB4,51.5
13,CPEB4,51.5
200,CPEB4,51.5
22,CPEB4,51.5
2,CPEB4,51.5
146,CPEB4,51.5
139,CPEB4,51.5
20,CPEB4,51.5
10,CPEB4,51.5
34,CPEB4,51.5
322,CPEB4,51.5
240,CPEB4,51.5
220,CPEB4,51.5
189,CPEB4,51.5
34,CPEB4,51.5
24,CPEB4,51.5
11,CPEB4,51.5
67,CPEB4,51.5
37,CPEB4,51.5
9,CPEB4,51.5
94,CPEB4,51.5
12,CPEB4,51.5
106,CPEB4,51.5
11,CPEB4,51.5
11,CPEB4,51.5
18,CPEB4,51.5
59,CPEB4,51.5
151,CPEB4,51.5
181,CPEB4,51.5
24,CPEB4,51.5
7,CPEB4,51.5
37,CPEB4,51.5
378,CPEB4,51.5
158,CPEB4,51.5
115,CPEB4,51.5
98,CPEB4,51.5
300,CPEB4,51.5
102,CPEB4,51.5
11,CPEB4,51.5
387,CPEB4,51.5
172,CPEB4,51.5
81,CPEB4,51.5
15,CPEB4,51.5
50,CPEB4,51.5
90,CPEB4,51.5
53,CPEB4,51.5
175,CPEB4,51.5
44,CPEB4,51.5
218,CPEB4,51.5
87,CPEB4,51.5
27,CPEB4,51.5
69,CPEB4,51.5
240,CPEB4,51.5
58,CPEB4,51.5
21,CPEB4,51.5
293,CPEB4,51.5
97,CPEB4,51.5
374,CPEB4,51.5
241,CPEB4,51.5
131,CPEB4,51.5
42,CPEB4,51.5
7,CPEB4,51.5
252,CPEB4,51.5
48,CPEB4,51.5
122,CPEB4,51.5
230,CPEB4,51.5
25,CPEB4,51.5
45,CPEB4,51.5
52,CPEB4,51.5
182,CPEB4,51.5
3,CPEB4,51.5
23,CPEB4,51.5
11,CPEB4,51.5
0,CPEB4,51.5
206,CPEB4,51.5
2,CPEB4,51.5
343,CPEB4,51.5
273,CPEB4,51.5
120,CPEB4,51.5
156,CPEB4,51.5
318,CPEB4,51.5
1,CPEB4,51.5
1,CPEB4,51.5
9,CPEB4,51.5
11,CPEB4,51.5
51,CPEB4,51.5
337,CPEB4,51.5
253,CPEB4,51.5
55,CPEB4,51.5
111,CPEB4,51.5
55,CPEB4,51.5
370,CPEB4,51.5
88,CPEB4,51.5
16,CPEB4,51.5
18,CPEB4,51.5
37,CPEB4,51.5
6,CPEB4,51.5
153,CPEB4,51.5
31,CPEB4,51.5
4,CPEB4,51.5
336,CPEB4,51.5
111,CPEB4,51.5
249,CPEB4,51.5
18,CPEB4,51.5
85,CPEB4,51.5
69,CPEB4,51.5
3,CPEB4,51.5
47,CPEB4,51.5
2,CPEB4,51.5
55,CPEB4,51.5
11,CPEB4,51.5
34,CPEB4,51.5
10,CPEB4,51.5
17,CPEB4,51.5
12,CPEB4,51.5
35,CPEB4,51.5
21,CPEB4,51.5
233,CPEB4,51.5
157,CPEB4,51.5
59,CPEB4,51.5
23,CPEB4,51.5
191,CPEB4,51.5
15,CPEB4,51.5
61,CPEB4,51.5
326,CPEB4,51.5
13,CPEB4,51.5
14,CPEB4,51.5
88,CPEB4,51.5
2,CPEB4,51.5
100,CPEB4,51.5
22,CPEB4,51.5
178,CPEB4,51.5
14,CPEB4,51.5
397,CPEB4,51.5
239,CPEB4,51.5
173,CPEB4,51.5
6,CPEB4,51.5
27,CPEB4,51.5
59,CPEB4,51.5
15,CPEB4,51.5
19,CPEB4,51.5
24,CPEB4,51.5
18,CPEB4,51.5
282,CPEB4,51.5
0,CPEB4,51.5
36,CPEB4,51.5
76,CPEB4,51.5
145,CPEB4,51.5
75,CPEB4,51.5
159,CPEB4,51.5
82,CPEB4,51.5
309,CPEB4,51.5
122,CPEB4,51.5
20,CPEB4,51.5
104,CPEB4,51.5
0,CPEB4,51.5
137,CPEB4,51.5
18,CPEB4,51.5
20,CPEB4,51.5
107,CPEB4,51.5
25,CPEB4,51.5
11,CPEB4,51.5
428,CPEB4,51.5
3,CPEB4,51.5
1,CPEB4,51.5
16,CPEB4,51.5
21,CPEB4,51.5
274,CPEB4,51.5
212,CPEB4,51.5
11,CPEB4,51.5
57,CPEB4,51.5
8,CPEB4,51.5
141,CPEB4,51.5
10,CPEB4,51.5
54,CPEB4,51.5
140,CPEB4,51.5
5,CPEB4,51.5
9,CPEB4,51.5
6,CPEB4,51.5
186,CPEB4,51.5
14,CPEB4,51.5
9,CPEB4,51.5
251,CPEB4,51.5
76,CPEB4,51.5
329,CPEB4,51.5
6,CPEB4,51.5
26,CPEB4,51.5
205,CPEB4,51.5
250,CPEB4,51.5
22,CPEB4,51.5
15,CPEB4,51.5
148,CPEB4,51.5
194,CPEB4,51.5
370,CPEB4,51.5
317,CPEB4,51.5
14,CPEB4,51.5
137,CPEB4,51.5
256,CPEB4,51.5
15,CPEB4,51.5
50,CPEB4,51.5
126,CPEB4,51.5
38,CPEB4,51.5
37,CPEB4,51.5
188,CPEB4,51.5
81,CPEB4,51.5
4,CPEB4,51.5
32,CPEB4,51.5
3,CPEB4,51.5
11,CPEB4,51.5
34,CPEB4,51.5
157,CPEB4,51.5
22,CPEB4,51.5
219,CPEB4,51.5
26,CPEB4,51.5
370,CPEB4,51.5
233,CPEB4,51.5
5,CPEB4,51.5
74,CPEB4,51.5
239,CPEB4,51.5
13,CPEB4,51.5
7,CPEB4,51.5
72,CPEB4,51.5
238,CPEB4,51.5
281,CPEB4,51.5
121,CPEB4,51.5
380,CPEB4,51.5
178,CPEB4,51.5
405,CPEB4,51.5
376,CPEB4,51.5
41,CPEB4,51.5
403,CPEB4,51.5
14,CPEB4,51.5
18,CPEB4,51.5
69,CPEB4,51.5
388,CPEB4,51.5
160,CPEB4,51.5
50,CPEB4,51.5
65,CPEB4,51.5
13,CPEB4,51.5
11,CPEB4,51.5
39,CPEB4,51.5
7,CPEB4,51.5
20,CPEB4,51.5
190,CPEB4,51.5
384,CPEB4,51.5
22,CPEB4,51.5
381,CPEB4,51.5
272,CPEB4,51.5
97,CPEB4,51.5
10,CPEB4,51.5
105,CPEB4,51.5
143,CPEB4,51.5
22,CPEB4,51.5
158,CPEB4,51.5
19,CPEB4,51.5
367,CPEB4,51.5
70,CPEB4,51.5
161,CPEB4,51.5
1,CPEB4,51.5
81,CPEB4,51.5
103,CPEB4,51.5
15,CPEB4,51.5
334,CPEB4,51.5
20,CPEB4,51.5
75,CPEB4,51.5
21,CPEB4,51.5
190,CPEB4,51.5
82,CPEB4,51.5
114,CPEB4,51.5
13,CPEB4,51.5
9,CPEB4,51.5
66,CPEB4,51.5
3,CPEB4,51.5
15,CPEB4,51.5
412,CPEB4,51.5
17,CPEB4,51.5
474,CPEB4,51.5
19,CPEB4,51.5
15,CPEB4,51.5
23,CPEB4,51.5
101,CPEB4,51.5
9,CPEB4,51.5
19,CPEB4,51.5
22,CPEB4,51.5
2,CPEB4,51.5
9,CPEB4,51.5
144,CPEB4,51.5
172,CPEB4,51.5
348,CPEB4,51.5
21,CPEB4,51.5
33,CPEB4,51.5
9,CPEB4,51.5
15,CPEB4,51.5
9,CPEB4,51.5
277,CPEB4,51.5
186,CPEB4,51.5
40,CPEB4,51.5
21,CPEB4,51.5
323,CPEB4,51.5
9,CPEB4,51.5
33,CPEB4,51.5
32,CPEB4,51.5
197,CPEB4,51.5
117,CPEB4,51.5
36,CPEB4,51.5
138,CPEB4,51.5
13,CPEB4,51.5
157,CPEB4,51.5
2,CPEB4,51.5
54,CPEB4,51.5
70,CPEB4,51.5
26,CPEB4,51.5
103,CPEB4,51.5
24,CPEB4,51.5
305,CPEB4,51.5
252,CPEB4,51.5
207,CPEB4,51.5
4,CPEB4,51.5
83,CPEB4,51.5
229,CPEB4,51.5
121,CPEB4,51.5
19,CPEB4,51.5
20,CPEB4,51.5
32,CPEB4,51.5
18,CPEB4,51.5
137,CPEB4,51.5
18,CPEB4,51.5
12,CPEB4,51.5
435,CPEB4,51.5
41,CPEB4,51.5
58,CPEB4,51.5
44,CPEB4,51.5
13,CPEB4,51.5
183,CPEB4,51.5
206,CPEB4,51.5
11,CPEB4,51.5
382,CPEB4,51.5
65,CPEB4,51.5
16,CPEB4,51.5
2,CPEB4,51.5
15,CPEB4,51.5
17,CPEB4,51.5
12,CPEB4,51.5
257,CPEB4,51.5
221,CPEB4,51.5
156,CPEB4,51.5
79,CPEB4,51.5
109,CPEB4,51.5
162,CPEB4,51.5
116,CPEB4,51.5
4,CPEB4,51.5
52,CPEB4,51.5
108,CPEB4,51.5
177,CPEB4,51.5
19,CPEB4,51.5
160,CPEB4,51.5
301,CPEB4,51.5
6,CPEB4,51.5
5,CPEB4,51.5
0,CPEB4,51.5
34,CPEB4,51.5
145,CPEB4,51.5
9,CPEB4,51.5
1,CPEB4,51.5
3,CPEB4,51.5
36,CPEB4,51.5
227,CPEB4,51.5
2,CPEB4,51.5
12,CPEB4,51.5
4,CPEB4,51.5
34,CPEB4,51.5
96,CPEB4,51.5
14,CPEB4,51.5
6,CPEB4,51.5
183,CPEB4,51.5
74,CPEB4,51.5
24,CPEB4,51.5
5,CPEB4,51.5
62,CPEB4,51.5
135,CPEB4,51.5
42,CPEB4,51.5
92,CPEB4,51.5
25,CPEB4,51.5
310,CPEB4,51.5
206,CPEB4,51.5
176,CPEB4,51.5
61,CPEB4,51.5
26,CPEB4,51.5
224,CPEB4,51.5
184,CPEB4,51.5
121,CPEB4,51.5
28,CPEB4,51.5
158,CPEB4,51.5
59,CPEB4,51.5
26,CPEB4,51.5
362,CPEB4,51.5
231,CPEB4,51.5
18,CPEB4,51.5
103,CPEB4,51.5
79,CPEB4,51.5
17,CPEB4,51.5
46,CPEB4,51.5
0,CPEB4,51.5
14,CPEB4,51.5
40,CPEB4,51.5
107,CPEB4,51.5
65,CPEB4,51.5
320,CPEB4,51.5
175,CPEB4,51.5
53,CPEB4,51.5
6,CPEB4,51.5
33,CPEB4,51.5
41,CPEB4,51.5
219,CPEB4,51.5
27,CPEB4,51.5
16,CPEB4,51.5
20,CPEB4,51.5
246,CPEB4,51.5
86,CPEB4,51.5
25,CPEB4,51.5
157,CPEB4,51.5
35,CPEB4,51.5
292,CPEB4,51.5
6,CPEB4,51.5
28,CPEB4,51.5
141,CPEB4,51.5
34,CPEB4,51.5
323,CPEB4,51.5
43,CPEB4,51.5
236,CPEB4,51.5
61,CPEB4,51.5
156,CPEB4,51.5
73,CPEB4,51.5
217,CPEB4,51.5
14,CPEB4,51.5
241,CPEB4,51.5
157,CPEB4,51.5
7,CPEB4,51.5
31,CPEB4,51.5
5,CPEB4,51.5
42,CPEB4,51.5
56,CPEB4,51.5
37,CPEB4,51.5
8,CPEB4,51.5
164,CPEB4,51.5
16,CPEB4,51.5
290,CPEB4,51.5
194,CPEB4,51.5
