X,IEG,variable,value,condition,siCPEB4,mygroup
TBXA2R,non-IEG,mean_Ctrl_RMD,3.73786172230703,RMD,Ctrl,RMD_non-IEG_Ctrl
CACTIN,non-IEG,mean_Ctrl_RMD,3.264583622530765,RMD,Ctrl,RMD_non-IEG_Ctrl
PIP5K1C,non-IEG,mean_Ctrl_RMD,3.835753672842865,RMD,Ctrl,RMD_non-IEG_Ctrl
APBA3,non-IEG,mean_Ctrl_RMD,6.42417323459893,RMD,Ctrl,RMD_non-IEG_Ctrl
MRPL54,non-IEG,mean_Ctrl_RMD,5.678483855526466,RMD,Ctrl,RMD_non-IEG_Ctrl
DAPK3,non-IEG,mean_Ctrl_RMD,4.315757777963345,RMD,Ctrl,RMD_non-IEG_Ctrl
PIAS4,non-IEG,mean_Ctrl_RMD,3.30543285265472,RMD,Ctrl,RMD_non-IEG_Ctrl
ZBTB7A,non-IEG,mean_Ctrl_RMD,2.48274622696665,RMD,Ctrl,RMD_non-IEG_Ctrl
SIRT6,non-IEG,mean_Ctrl_RMD,3.8428908739866703,RMD,Ctrl,RMD_non-IEG_Ctrl
CCDC94,non-IEG,mean_Ctrl_RMD,3.8096743132321302,RMD,Ctrl,RMD_non-IEG_Ctrl
CHAF1A,non-IEG,mean_Ctrl_RMD,4.23993806335155,RMD,Ctrl,RMD_non-IEG_Ctrl
AC011498.7,non-IEG,mean_Ctrl_RMD,2.9154924444770653,RMD,Ctrl,RMD_non-IEG_Ctrl
PLIN4,non-IEG,mean_Ctrl_RMD,5.0948330654697,RMD,Ctrl,RMD_non-IEG_Ctrl
TNFAIP8L1,non-IEG,mean_Ctrl_RMD,2.8561225567279,RMD,Ctrl,RMD_non-IEG_Ctrl
FEM1A,non-IEG,mean_Ctrl_RMD,3.41316346322757,RMD,Ctrl,RMD_non-IEG_Ctrl
TICAM1,non-IEG,mean_Ctrl_RMD,2.28077227459792,RMD,Ctrl,RMD_non-IEG_Ctrl
TINCR,non-IEG,mean_Ctrl_RMD,3.4466026141055597,RMD,Ctrl,RMD_non-IEG_Ctrl
SAFB,non-IEG,mean_Ctrl_RMD,4.0915180374629205,RMD,Ctrl,RMD_non-IEG_Ctrl
PRR22,non-IEG,mean_Ctrl_RMD,3.6956717437835795,RMD,Ctrl,RMD_non-IEG_Ctrl
RFX2,non-IEG,mean_Ctrl_RMD,2.3678841583012202,RMD,Ctrl,RMD_non-IEG_Ctrl
MLLT1,non-IEG,mean_Ctrl_RMD,2.70659782848582,RMD,Ctrl,RMD_non-IEG_Ctrl
ALKBH7,non-IEG,mean_Ctrl_RMD,6.40955589733513,RMD,Ctrl,RMD_non-IEG_Ctrl
TNFSF9,IEG,mean_Ctrl_RMD,2.754325669335315,RMD,Ctrl,RMD_IEG_Ctrl
TRIP10,non-IEG,mean_Ctrl_RMD,3.811290026508915,RMD,Ctrl,RMD_non-IEG_Ctrl
VAV1,non-IEG,mean_Ctrl_RMD,4.80832016527833,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF557,non-IEG,mean_Ctrl_RMD,2.382923630220215,RMD,Ctrl,RMD_non-IEG_Ctrl
PEX11G,non-IEG,mean_Ctrl_RMD,5.321682851865194,RMD,Ctrl,RMD_non-IEG_Ctrl
CAMSAP3,non-IEG,mean_Ctrl_RMD,3.41363208192882,RMD,Ctrl,RMD_non-IEG_Ctrl
XAB2,non-IEG,mean_Ctrl_RMD,4.465129713238445,RMD,Ctrl,RMD_non-IEG_Ctrl
LRRC8E,non-IEG,mean_Ctrl_RMD,2.9932725883143,RMD,Ctrl,RMD_non-IEG_Ctrl
AC010336.1,non-IEG,mean_Ctrl_RMD,5.35699007327228,RMD,Ctrl,RMD_non-IEG_Ctrl
MAP2K7,non-IEG,mean_Ctrl_RMD,3.732021541676275,RMD,Ctrl,RMD_non-IEG_Ctrl
SNAPC2,non-IEG,mean_Ctrl_RMD,3.38746011771645,RMD,Ctrl,RMD_non-IEG_Ctrl
RAB11B-AS1,non-IEG,mean_Ctrl_RMD,5.450711306761585,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF414,non-IEG,mean_Ctrl_RMD,4.20580851241652,RMD,Ctrl,RMD_non-IEG_Ctrl
ADAMTS10,non-IEG,mean_Ctrl_RMD,5.585879351759825,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF558,non-IEG,mean_Ctrl_RMD,3.401094785441175,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF317,non-IEG,mean_Ctrl_RMD,2.0830927626503,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF699,non-IEG,mean_Ctrl_RMD,3.5270662634130696,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF559,non-IEG,mean_Ctrl_RMD,3.65697906275936,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF266,non-IEG,mean_Ctrl_RMD,3.093763282939955,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF426,non-IEG,mean_Ctrl_RMD,3.01977149619025,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF121,non-IEG,mean_Ctrl_RMD,3.255263530197185,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF561,non-IEG,mean_Ctrl_RMD,2.76633482395461,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF562,non-IEG,mean_Ctrl_RMD,2.772054020011275,RMD,Ctrl,RMD_non-IEG_Ctrl
FBXL12,non-IEG,mean_Ctrl_RMD,2.92858502612658,RMD,Ctrl,RMD_non-IEG_Ctrl
PPAN,non-IEG,mean_Ctrl_RMD,3.05163553481527,RMD,Ctrl,RMD_non-IEG_Ctrl
P2RY11,non-IEG,mean_Ctrl_RMD,3.11206056783707,RMD,Ctrl,RMD_non-IEG_Ctrl
FDX2,non-IEG,mean_Ctrl_RMD,3.789361866120025,RMD,Ctrl,RMD_non-IEG_Ctrl
RAVER1,non-IEG,mean_Ctrl_RMD,3.6059401744654247,RMD,Ctrl,RMD_non-IEG_Ctrl
AC114271.1,non-IEG,mean_Ctrl_RMD,2.1486447176439096,RMD,Ctrl,RMD_non-IEG_Ctrl
PDE4A,non-IEG,mean_Ctrl_RMD,3.15995106766605,RMD,Ctrl,RMD_non-IEG_Ctrl
KEAP1,non-IEG,mean_Ctrl_RMD,3.917908068930405,RMD,Ctrl,RMD_non-IEG_Ctrl
S1PR5,non-IEG,mean_Ctrl_RMD,2.14018363045287,RMD,Ctrl,RMD_non-IEG_Ctrl
ATG4D,non-IEG,mean_Ctrl_RMD,3.55066823381456,RMD,Ctrl,RMD_non-IEG_Ctrl
KRI1,non-IEG,mean_Ctrl_RMD,4.2472267990469,RMD,Ctrl,RMD_non-IEG_Ctrl
TIMM29,non-IEG,mean_Ctrl_RMD,3.0704023935643603,RMD,Ctrl,RMD_non-IEG_Ctrl
LDLR,non-IEG,mean_Ctrl_RMD,2.998056598754605,RMD,Ctrl,RMD_non-IEG_Ctrl
KANK2,non-IEG,mean_Ctrl_RMD,4.126645070908565,RMD,Ctrl,RMD_non-IEG_Ctrl
RAB3D,non-IEG,mean_Ctrl_RMD,4.23207002245838,RMD,Ctrl,RMD_non-IEG_Ctrl
EPOR,non-IEG,mean_Ctrl_RMD,4.46657935031324,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF653,non-IEG,mean_Ctrl_RMD,2.9001800951253047,RMD,Ctrl,RMD_non-IEG_Ctrl
ELOF1,non-IEG,mean_Ctrl_RMD,4.266198379927595,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF823,non-IEG,mean_Ctrl_RMD,2.28552044653426,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF440,non-IEG,mean_Ctrl_RMD,2.8186247573704604,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF700,non-IEG,mean_Ctrl_RMD,3.23474526520791,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF44,non-IEG,mean_Ctrl_RMD,3.42652173083716,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF443,non-IEG,mean_Ctrl_RMD,2.44380782608066,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF564,non-IEG,mean_Ctrl_RMD,4.283369012426595,RMD,Ctrl,RMD_non-IEG_Ctrl
AC010422.6,non-IEG,mean_Ctrl_RMD,1.991897963370455,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF490,non-IEG,mean_Ctrl_RMD,3.1748878916962,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF791,non-IEG,mean_Ctrl_RMD,2.93743861663846,RMD,Ctrl,RMD_non-IEG_Ctrl
FBXW9,non-IEG,mean_Ctrl_RMD,6.129125870200105,RMD,Ctrl,RMD_non-IEG_Ctrl
NACC1,non-IEG,mean_Ctrl_RMD,3.15093317744354,RMD,Ctrl,RMD_non-IEG_Ctrl
CCDC130,non-IEG,mean_Ctrl_RMD,4.4206116103092,RMD,Ctrl,RMD_non-IEG_Ctrl
ZSWIM4,non-IEG,mean_Ctrl_RMD,3.86168871357847,RMD,Ctrl,RMD_non-IEG_Ctrl
C19orf57,non-IEG,mean_Ctrl_RMD,4.882070399086235,RMD,Ctrl,RMD_non-IEG_Ctrl
RFX1,non-IEG,mean_Ctrl_RMD,3.295925337319865,RMD,Ctrl,RMD_non-IEG_Ctrl
ADGRL1,non-IEG,mean_Ctrl_RMD,4.4382657215465695,RMD,Ctrl,RMD_non-IEG_Ctrl
DDX39A,non-IEG,mean_Ctrl_RMD,4.258791670809154,RMD,Ctrl,RMD_non-IEG_Ctrl
DNAJB1,IEG,mean_Ctrl_RMD,2.2951401026000697,RMD,Ctrl,RMD_IEG_Ctrl
ZNF333,non-IEG,mean_Ctrl_RMD,2.5548635292896646,RMD,Ctrl,RMD_non-IEG_Ctrl
ADGRE2,non-IEG,mean_Ctrl_RMD,4.812048767137495,RMD,Ctrl,RMD_non-IEG_Ctrl
SYDE1,non-IEG,mean_Ctrl_RMD,3.31142649688158,RMD,Ctrl,RMD_non-IEG_Ctrl
ILVBL,non-IEG,mean_Ctrl_RMD,4.076458083389435,RMD,Ctrl,RMD_non-IEG_Ctrl
BRD4,non-IEG,mean_Ctrl_RMD,3.329020970463315,RMD,Ctrl,RMD_non-IEG_Ctrl
AKAP8,non-IEG,mean_Ctrl_RMD,3.1427028810883,RMD,Ctrl,RMD_non-IEG_Ctrl
AKAP8L,non-IEG,mean_Ctrl_RMD,4.3876083971133,RMD,Ctrl,RMD_non-IEG_Ctrl
WIZ,non-IEG,mean_Ctrl_RMD,4.4160394423446405,RMD,Ctrl,RMD_non-IEG_Ctrl
C19orf44,non-IEG,mean_Ctrl_RMD,3.7382283107855345,RMD,Ctrl,RMD_non-IEG_Ctrl
CHERP,non-IEG,mean_Ctrl_RMD,3.156420112479815,RMD,Ctrl,RMD_non-IEG_Ctrl
SLC35E1,non-IEG,mean_Ctrl_RMD,3.6823526114518947,RMD,Ctrl,RMD_non-IEG_Ctrl
MED26,non-IEG,mean_Ctrl_RMD,1.7107515437577399,RMD,Ctrl,RMD_non-IEG_Ctrl
SIN3B,non-IEG,mean_Ctrl_RMD,3.641487390875485,RMD,Ctrl,RMD_non-IEG_Ctrl
HAUS8,non-IEG,mean_Ctrl_RMD,3.3303238778896205,RMD,Ctrl,RMD_non-IEG_Ctrl
MYO9B,non-IEG,mean_Ctrl_RMD,3.49239208215942,RMD,Ctrl,RMD_non-IEG_Ctrl
NR2F6,non-IEG,mean_Ctrl_RMD,3.527263172013585,RMD,Ctrl,RMD_non-IEG_Ctrl
ANKLE1,non-IEG,mean_Ctrl_RMD,5.354806497383015,RMD,Ctrl,RMD_non-IEG_Ctrl
ANO8,non-IEG,mean_Ctrl_RMD,7.27306674940912,RMD,Ctrl,RMD_non-IEG_Ctrl
GTPBP3,non-IEG,mean_Ctrl_RMD,3.724267248133885,RMD,Ctrl,RMD_non-IEG_Ctrl
BISPR,non-IEG,mean_Ctrl_RMD,11.275901477275955,RMD,Ctrl,RMD_non-IEG_Ctrl
SLC27A1,non-IEG,mean_Ctrl_RMD,4.15201533281307,RMD,Ctrl,RMD_non-IEG_Ctrl
MAP1S,non-IEG,mean_Ctrl_RMD,3.18121553389379,RMD,Ctrl,RMD_non-IEG_Ctrl
ARRDC2,non-IEG,mean_Ctrl_RMD,2.502551108848485,RMD,Ctrl,RMD_non-IEG_Ctrl
MAST3,non-IEG,mean_Ctrl_RMD,3.14252523945982,RMD,Ctrl,RMD_non-IEG_Ctrl
PIK3R2,non-IEG,mean_Ctrl_RMD,2.79006054760193,RMD,Ctrl,RMD_non-IEG_Ctrl
MPV17L2,non-IEG,mean_Ctrl_RMD,3.2156212664607953,RMD,Ctrl,RMD_non-IEG_Ctrl
JUND,non-IEG,mean_Ctrl_RMD,3.36712765849913,RMD,Ctrl,RMD_non-IEG_Ctrl
PGPEP1,non-IEG,mean_Ctrl_RMD,3.3752958107490647,RMD,Ctrl,RMD_non-IEG_Ctrl
ISYNA1,non-IEG,mean_Ctrl_RMD,3.90315882732411,RMD,Ctrl,RMD_non-IEG_Ctrl
ELL,non-IEG,mean_Ctrl_RMD,2.423732977811105,RMD,Ctrl,RMD_non-IEG_Ctrl
KLHL26,non-IEG,mean_Ctrl_RMD,2.087524970504545,RMD,Ctrl,RMD_non-IEG_Ctrl
CRTC1,non-IEG,mean_Ctrl_RMD,3.82455667024971,RMD,Ctrl,RMD_non-IEG_Ctrl
UPF1,non-IEG,mean_Ctrl_RMD,3.0969895114943853,RMD,Ctrl,RMD_non-IEG_Ctrl
SUGP2,non-IEG,mean_Ctrl_RMD,7.006009564342644,RMD,Ctrl,RMD_non-IEG_Ctrl
ARMC6,non-IEG,mean_Ctrl_RMD,5.00077850526119,RMD,Ctrl,RMD_non-IEG_Ctrl
NR2C2AP,non-IEG,mean_Ctrl_RMD,3.8152311288903045,RMD,Ctrl,RMD_non-IEG_Ctrl
MAU2,non-IEG,mean_Ctrl_RMD,3.783420772433795,RMD,Ctrl,RMD_non-IEG_Ctrl
LPAR2,non-IEG,mean_Ctrl_RMD,4.241572783977546,RMD,Ctrl,RMD_non-IEG_Ctrl
GMIP,non-IEG,mean_Ctrl_RMD,5.724531276971085,RMD,Ctrl,RMD_non-IEG_Ctrl
ATP13A1,non-IEG,mean_Ctrl_RMD,5.63982205019758,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF101,non-IEG,mean_Ctrl_RMD,2.66148531956275,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF430,non-IEG,mean_Ctrl_RMD,2.98513455836071,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF714,non-IEG,mean_Ctrl_RMD,3.7225686882862554,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF431,non-IEG,mean_Ctrl_RMD,3.1701954763305,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF493,non-IEG,mean_Ctrl_RMD,5.005506558207561,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF429,non-IEG,mean_Ctrl_RMD,3.220449932016295,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF100,non-IEG,mean_Ctrl_RMD,2.926521363858245,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF676,non-IEG,mean_Ctrl_RMD,4.30217043265395,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF675,non-IEG,mean_Ctrl_RMD,2.990977659484855,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF254,non-IEG,mean_Ctrl_RMD,3.11780895104924,RMD,Ctrl,RMD_non-IEG_Ctrl
AC092279.1,non-IEG,mean_Ctrl_RMD,3.648647554851575,RMD,Ctrl,RMD_non-IEG_Ctrl
LINC00662,non-IEG,mean_Ctrl_RMD,4.793902033700655,RMD,Ctrl,RMD_non-IEG_Ctrl
AC006504.1,non-IEG,mean_Ctrl_RMD,3.793042572772505,RMD,Ctrl,RMD_non-IEG_Ctrl
AC006504.5,non-IEG,mean_Ctrl_RMD,3.2427915836338648,RMD,Ctrl,RMD_non-IEG_Ctrl
PLEKHF1,non-IEG,mean_Ctrl_RMD,2.058693675948205,RMD,Ctrl,RMD_non-IEG_Ctrl
C19orf12,non-IEG,mean_Ctrl_RMD,3.41367753810738,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF507,non-IEG,mean_Ctrl_RMD,3.22486967269052,RMD,Ctrl,RMD_non-IEG_Ctrl
ANKRD27,non-IEG,mean_Ctrl_RMD,3.8640469544790803,RMD,Ctrl,RMD_non-IEG_Ctrl
RGS9BP,non-IEG,mean_Ctrl_RMD,3.277893488454065,RMD,Ctrl,RMD_non-IEG_Ctrl
NUDT19,non-IEG,mean_Ctrl_RMD,3.4191230298599953,RMD,Ctrl,RMD_non-IEG_Ctrl
CEP89,non-IEG,mean_Ctrl_RMD,5.27362478379798,RMD,Ctrl,RMD_non-IEG_Ctrl
FAAP24,non-IEG,mean_Ctrl_RMD,3.151756404457645,RMD,Ctrl,RMD_non-IEG_Ctrl
GPATCH1,non-IEG,mean_Ctrl_RMD,2.9053077935169798,RMD,Ctrl,RMD_non-IEG_Ctrl
CEBPA,non-IEG,mean_Ctrl_RMD,3.97887384531165,RMD,Ctrl,RMD_non-IEG_Ctrl
CEBPG,non-IEG,mean_Ctrl_RMD,3.027414995520395,RMD,Ctrl,RMD_non-IEG_Ctrl
KCTD15,non-IEG,mean_Ctrl_RMD,4.68068672807748,RMD,Ctrl,RMD_non-IEG_Ctrl
KIAA0355,non-IEG,mean_Ctrl_RMD,3.3110447296271452,RMD,Ctrl,RMD_non-IEG_Ctrl
PDCD2L,non-IEG,mean_Ctrl_RMD,3.4816214426657455,RMD,Ctrl,RMD_non-IEG_Ctrl
UBA2,non-IEG,mean_Ctrl_RMD,4.438279295434575,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF302,non-IEG,mean_Ctrl_RMD,4.3825392054329,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF181,non-IEG,mean_Ctrl_RMD,3.853226660629085,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF30,non-IEG,mean_Ctrl_RMD,2.82957118106825,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF792,non-IEG,mean_Ctrl_RMD,2.916421156860835,RMD,Ctrl,RMD_non-IEG_Ctrl
TMEM147-AS1,non-IEG,mean_Ctrl_RMD,6.914093108625065,RMD,Ctrl,RMD_non-IEG_Ctrl
KMT2B,non-IEG,mean_Ctrl_RMD,3.859918632728285,RMD,Ctrl,RMD_non-IEG_Ctrl
U2AF1L4,non-IEG,mean_Ctrl_RMD,5.173546876156645,RMD,Ctrl,RMD_non-IEG_Ctrl
PROSER3,non-IEG,mean_Ctrl_RMD,3.7750993178501053,RMD,Ctrl,RMD_non-IEG_Ctrl
LRFN3,non-IEG,mean_Ctrl_RMD,3.315364184031925,RMD,Ctrl,RMD_non-IEG_Ctrl
SDHAF1,non-IEG,mean_Ctrl_RMD,4.1669574871720645,RMD,Ctrl,RMD_non-IEG_Ctrl
THAP8,non-IEG,mean_Ctrl_RMD,7.29792160010139,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF565,non-IEG,mean_Ctrl_RMD,3.96490304784646,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF146,non-IEG,mean_Ctrl_RMD,2.853017240815685,RMD,Ctrl,RMD_non-IEG_Ctrl
LINC00665,non-IEG,mean_Ctrl_RMD,4.804449686034665,RMD,Ctrl,RMD_non-IEG_Ctrl
ZFP14,non-IEG,mean_Ctrl_RMD,3.48115132917499,RMD,Ctrl,RMD_non-IEG_Ctrl
ZFP82,non-IEG,mean_Ctrl_RMD,2.50529292222194,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF566,non-IEG,mean_Ctrl_RMD,2.433550428751395,RMD,Ctrl,RMD_non-IEG_Ctrl
AC092295.2,non-IEG,mean_Ctrl_RMD,3.185133254852555,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF260,non-IEG,mean_Ctrl_RMD,2.990686972025765,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF529,non-IEG,mean_Ctrl_RMD,3.435165044372825,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF567,non-IEG,mean_Ctrl_RMD,2.5492488123208803,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF850,non-IEG,mean_Ctrl_RMD,2.41653165018852,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF829,non-IEG,mean_Ctrl_RMD,2.87815220371571,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF568,non-IEG,mean_Ctrl_RMD,3.629982338785,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF420,non-IEG,mean_Ctrl_RMD,2.25561209320374,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF383,non-IEG,mean_Ctrl_RMD,3.338487580994195,RMD,Ctrl,RMD_non-IEG_Ctrl
HKR1,non-IEG,mean_Ctrl_RMD,4.14242006204602,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF527,non-IEG,mean_Ctrl_RMD,3.2866018356163202,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF569,non-IEG,mean_Ctrl_RMD,3.2795738679716098,RMD,Ctrl,RMD_non-IEG_Ctrl
ZFP30,non-IEG,mean_Ctrl_RMD,2.964632157364805,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF607,non-IEG,mean_Ctrl_RMD,2.7724842144980153,RMD,Ctrl,RMD_non-IEG_Ctrl
AC093227.1,non-IEG,mean_Ctrl_RMD,2.483844417702585,RMD,Ctrl,RMD_non-IEG_Ctrl
SIPA1L3,non-IEG,mean_Ctrl_RMD,4.14420117035778,RMD,Ctrl,RMD_non-IEG_Ctrl
AC011479.3,non-IEG,mean_Ctrl_RMD,2.298673503085825,RMD,Ctrl,RMD_non-IEG_Ctrl
MRPS12,non-IEG,mean_Ctrl_RMD,4.0637184174547105,RMD,Ctrl,RMD_non-IEG_Ctrl
PAK4,non-IEG,mean_Ctrl_RMD,3.995928891025015,RMD,Ctrl,RMD_non-IEG_Ctrl
LRFN1,non-IEG,mean_Ctrl_RMD,2.380622571758905,RMD,Ctrl,RMD_non-IEG_Ctrl
MED29,non-IEG,mean_Ctrl_RMD,4.50398958652269,RMD,Ctrl,RMD_non-IEG_Ctrl
PLEKHG2,non-IEG,mean_Ctrl_RMD,4.086371650496165,RMD,Ctrl,RMD_non-IEG_Ctrl
EID2,non-IEG,mean_Ctrl_RMD,4.316843345684645,RMD,Ctrl,RMD_non-IEG_Ctrl
DYRK1B,non-IEG,mean_Ctrl_RMD,3.47331421794055,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF546,non-IEG,mean_Ctrl_RMD,2.95990827122335,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF780B,non-IEG,mean_Ctrl_RMD,3.8264776918384453,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF780A,non-IEG,mean_Ctrl_RMD,2.87394912880527,RMD,Ctrl,RMD_non-IEG_Ctrl
MAP3K10,non-IEG,mean_Ctrl_RMD,4.878414209384285,RMD,Ctrl,RMD_non-IEG_Ctrl
AKT2,non-IEG,mean_Ctrl_RMD,4.26184367481998,RMD,Ctrl,RMD_non-IEG_Ctrl
C19orf47,non-IEG,mean_Ctrl_RMD,3.1224385330769353,RMD,Ctrl,RMD_non-IEG_Ctrl
AC118344.2,non-IEG,mean_Ctrl_RMD,2.707148299757305,RMD,Ctrl,RMD_non-IEG_Ctrl
PRX,non-IEG,mean_Ctrl_RMD,3.5729553824380798,RMD,Ctrl,RMD_non-IEG_Ctrl
LTBP4,non-IEG,mean_Ctrl_RMD,4.564813152079235,RMD,Ctrl,RMD_non-IEG_Ctrl
NUMBL,non-IEG,mean_Ctrl_RMD,2.84784915854895,RMD,Ctrl,RMD_non-IEG_Ctrl
ITPKC,non-IEG,mean_Ctrl_RMD,3.40068956213152,RMD,Ctrl,RMD_non-IEG_Ctrl
C19orf54,non-IEG,mean_Ctrl_RMD,3.006309530915465,RMD,Ctrl,RMD_non-IEG_Ctrl
EGLN2,non-IEG,mean_Ctrl_RMD,3.966232962791105,RMD,Ctrl,RMD_non-IEG_Ctrl
AC008537.3,non-IEG,mean_Ctrl_RMD,3.175185161243185,RMD,Ctrl,RMD_non-IEG_Ctrl
CCDC97,non-IEG,mean_Ctrl_RMD,2.9295921987413998,RMD,Ctrl,RMD_non-IEG_Ctrl
B9D2,non-IEG,mean_Ctrl_RMD,3.25777315086808,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF574,non-IEG,mean_Ctrl_RMD,2.2654214193449898,RMD,Ctrl,RMD_non-IEG_Ctrl
DEDD2,non-IEG,mean_Ctrl_RMD,2.57773016138967,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF526,non-IEG,mean_Ctrl_RMD,3.2546022425465253,RMD,Ctrl,RMD_non-IEG_Ctrl
GSK3A,non-IEG,mean_Ctrl_RMD,4.2584453325432445,RMD,Ctrl,RMD_non-IEG_Ctrl
ERF,non-IEG,mean_Ctrl_RMD,3.69958653309466,RMD,Ctrl,RMD_non-IEG_Ctrl
CIC,non-IEG,mean_Ctrl_RMD,3.5870507003485548,RMD,Ctrl,RMD_non-IEG_Ctrl
LIPE-AS1,non-IEG,mean_Ctrl_RMD,3.7415912965207445,RMD,Ctrl,RMD_non-IEG_Ctrl
LYPD3,non-IEG,mean_Ctrl_RMD,3.215147429414145,RMD,Ctrl,RMD_non-IEG_Ctrl
PHLDB3,non-IEG,mean_Ctrl_RMD,4.28403168517342,RMD,Ctrl,RMD_non-IEG_Ctrl
ETHE1,non-IEG,mean_Ctrl_RMD,5.75768639313167,RMD,Ctrl,RMD_non-IEG_Ctrl
IRGQ,non-IEG,mean_Ctrl_RMD,3.888239773241025,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF576,non-IEG,mean_Ctrl_RMD,3.82497369805616,RMD,Ctrl,RMD_non-IEG_Ctrl
SMG9,non-IEG,mean_Ctrl_RMD,3.82186317060856,RMD,Ctrl,RMD_non-IEG_Ctrl
KCNN4,non-IEG,mean_Ctrl_RMD,3.41081080187416,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF283,non-IEG,mean_Ctrl_RMD,3.163406405816205,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF45,non-IEG,mean_Ctrl_RMD,3.137475035973675,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF221,non-IEG,mean_Ctrl_RMD,4.638298954597936,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF155,non-IEG,mean_Ctrl_RMD,2.351462270162245,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF230,non-IEG,mean_Ctrl_RMD,2.3659548771750103,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF222,non-IEG,mean_Ctrl_RMD,2.63869108469618,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF223,non-IEG,mean_Ctrl_RMD,2.5425453881997653,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF284,non-IEG,mean_Ctrl_RMD,2.325624158196725,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF224,non-IEG,mean_Ctrl_RMD,3.1732589313779753,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF225,non-IEG,mean_Ctrl_RMD,2.16040836460038,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF234,non-IEG,mean_Ctrl_RMD,2.9124864308102296,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF226,non-IEG,mean_Ctrl_RMD,4.448308059209236,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF227,non-IEG,mean_Ctrl_RMD,2.8259192026110096,RMD,Ctrl,RMD_non-IEG_Ctrl
ZNF235,non-IEG,mean_Ctrl_RMD,4.0037151129627055,RMD,Ctrl,RMD_non-IEG_Ctrl
